Nº Protocolo;Código DRE;DRE;Processo SIMPROC;Código OSC Parceira;OSC Parceira;CNPJ;Código Escola;Unidade Educacional;Vagas Contratadas;Vagas Berçário Contratadas;Total Mensal;Verba Locação;Valor Mensal IPTU;Data Início;Data Término;Situação Parceria;Data Lavratura do Termo;Data Lavratura do Aditamento;Data Solicitação Parceria;Data do Encerramento
4052018;108500;DIRETORIA REGIONAL DE EDUCACAO GUAIANASES;6016.2017/0048287-8;300048;ASS BENEFICENTE COMUNITARIA MAOS ESTENDIDAS;05.445.780/0001-05;307337;CR.P.CONV - MAOS ESTENDIDAS;77;41.0;50493.35;4069.84;;01/01/2018;31/12/2022;Aprovado;29/01/2018;17/09/2018;29/01/2018;
10812017;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;6016.2017/0050113-9;300199;ASSOCIACAO SANTO AGOSTINHO;62.272.497/0001-54;306215;CR.P.CONV - SAO FRANCISCO - ASA;109;45.0;63592.86;;;01/01/2018;31/12/2022;Aprovado;01/01/2018;13/11/2018;21/12/2017;
320;108300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;2013-0.341.263-9   ;300581;SOCIEDADE BENEFICENTE EQUILIBRIO DE INTERLAGOS - SOBEI;53.818.191/0001-60;400396;CEI INDIR - JARDIM DOS SABIAS;224;77.0;118880.16;;;03/07/2016;02/01/2019;Encerrado;30/12/2013;04/01/2018;31/07/2014;31/12/2017
0122/SME/2013;108700;DIRETORIA REGIONAL DE EDUCACAO ITAQUERA;2013-0.071.467-7   ;300876;INSTITUTO DE APOIO AS CRIANCAS ADOLESC E IDOSOS DE SAO PAULO;02.456.913/0001-42;306958;CR.P.CONV - JORGE LUIZ PRESCILIANO;183;52.0;94498.11;12690.54;;09/11/2015;08/05/2018;Encerrado;09/05/2013;09/02/2018;31/07/2014;31/12/2017
2272018;108500;DIRETORIA REGIONAL DE EDUCACAO GUAIANASES;6016.2017/0048149-9;300124;ASS CULTURAL FILHOS DA SENZALA;07.060.278/0001-01;306887;CR.P.CONV - AMOR DE MAE;99;16.0;51777.54;6492.21;;01/01/2018;31/12/2022;Aprovado;16/01/2018;18/09/2018;16/01/2018;
0224/SME/2010;108700;DIRETORIA REGIONAL DE EDUCACAO ITAQUERA;2009-0.349.424-4   ;300406;CRDC- CENTRO DE RECREACAO E DESENVOLV DA CRIANCA ESPECIAL;07.396.491/0001-80;307319;CR.P.CONV - GENECI CORREIA;120;57.0;71804.16;6157.41;;15/01/2013;14/07/2015;Encerrado;01/07/2010;31/08/2015;31/07/2014;14/07/2015
0455/SME/2012;108700;DIRETORIA REGIONAL DE EDUCACAO ITAQUERA;2012-0.340.108-2   ;300173;ASSOCIACAO BENEFICENTE VIRTUDE DA CRIANCA;06.885.889/0001-18;306875;CR.P.CONV - VIRTUDE DA CRIANCA;99;22.0;53220.42;9800.0;;28/06/2015;27/12/2017;Encerrado;28/12/2012;20/12/2017;04/08/2014;27/12/2017
3772017;108400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;6016.2017/0047837-4;300682;ASS PELO DESENVOLVIMENTO EDUCACIONAL E PROFISSIONAL ADEP;04.482.597/0001-09;308884;CR.P.CONV - ANA MARIA MACHADO;132;45.0;69964.2;8000.0;1019.18;16/11/2017;15/11/2022;Aprovado;16/11/2017;12/03/2019;10/11/2017;
3082017;108300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;6016.2017/0046244-3;300581;SOCIEDADE BENEFICENTE EQUILIBRIO DE INTERLAGOS - SOBEI;53.818.191/0001-60;400814;CEI INDIR - JACOMO TATTO - JARDIM DAS CEREJEIRAS;216;70.0;113612.4;;;01/01/2018;31/12/2022;Aprovado;29/12/2017;06/02/2019;27/10/2017;
5622017;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;6016.2017/0051698-5;800035;ASSOCIACAO DO TRABALHO EDUCACIONAL ESPORTIVO REC. E CULTURAL;11.109.482/0001-39;308942;CR.P.CONV - VOVO JOSE;230;92.0;125175.66;15000.0;2444.57;15/12/2017;14/12/2022;Aprovado;15/12/2017;25/03/2019;27/11/2017;
340;109200;DIRETORIA REGIONAL DE EDUCACAO SAO MATEUS;2012-0.316.226-6   ;300505;NUCLEO ASSISTENCIAL FRATERNO - NAF;49.826.902/0001-70;400552;CEI INDIR - EUNICE PINHEIRO MACHADO PADOVAN, PROFA;498;195.0;270022.5;;;01/01/2013;31/12/2017;Encerrado;28/12/2012;07/02/2018;24/06/2014;31/12/2017
2132;108500;DIRETORIA REGIONAL DE EDUCACAO GUAIANASES;2015-0.134.969-0   ;300874;ONG NOVA HARMONIA EM FAVOR DA COMUNIDADE;12.513.117/0001-58;308323;CR.P.CONV - CLICK FUTURO;86;55.0;58609.46;3240.0;;23/07/2015;22/01/2018;Encerrado;23/07/2015;29/01/2018;06/08/2015;31/12/2017
2118;109000;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;2015-0.178.477-0   ;300994;INSTITUTO CONSTRUINDO UMA EDUCACAO DE QUALIDADE ICEQ;15.221.952/0001-02;308385;CR.P.CONV - CONSTRUINDO O FUTURO II;163;74.0;90827.67;15000.0;21.79;27/07/2015;26/01/2018;Encerrado;27/07/2015;16/02/2018;05/08/2015;31/12/2017
1875;108500;DIRETORIA REGIONAL DE EDUCACAO GUAIANASES;2010-0.142.141-4   ;300086;ASS BENEFICENTE JERUSALEM - ABJ;04.420.470/0001-65;307439;CR.P.CONV - ENCANTADO II;76;32.0;47801.32;4323.45;;08/06/2013;07/12/2015;Encerrado;07/06/2013;18/05/2015;14/04/2015;
290;108500;DIRETORIA REGIONAL DE EDUCACAO GUAIANASES;2012-0.242.642-1   ;300789;ASS DE MULHERES UNIDAS DO JARDIM SAO PAULO;11.148.474/0001-00;307850;CR.P.CONV - UNIVERSO DOS PEQUENINOS;109;37.0;61669.02;8000.0;;27/09/2012;26/03/2015;Encerrado;27/09/2012;30/04/2015;02/01/2015;
228;109000;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;2011-0.294.335-1   ;300746;ASS BENEFICENTE E SOCIAL SEMEADOR - ABESOS;04.267.793/0001-60;307682;CR.P.CONV - CHACARA INGLESA;65;18.0;38629.79;2500.0;;06/06/2014;05/01/2017;Encerrado;08/12/2011;31/01/2017;30/07/2014;07/12/2016
8402017;109200;DIRETORIA REGIONAL DE EDUCACAO SAO MATEUS;6016.2017/0050740-4;300860;INSTITUTO ARTE DE APRENDER;01.288.473/0001-07;307946;CR.P.CONV - PEQUENOS CORACOES;135;28.0;67220.19;8740.51;975.87;01/01/2018;31/12/2022;Aprovado;29/12/2017;15/03/2019;14/12/2017;
1876;108500;DIRETORIA REGIONAL DE EDUCACAO GUAIANASES;2009-0.294.950-7   ;300544;ORGANIZACAO NAO GOVERNAMENTAL - ONG PLENO VIVER;07.561.536/0001-25;306844;CR.P.CONV - PLENO VIVER;106;34.0;59495.16;7455.02;;15/08/2012;14/02/2015;Encerrado;09/02/2010;14/05/2015;14/04/2015;
4843;108700;DIRETORIA REGIONAL DE EDUCACAO ITAQUERA;2016-0.124.440-8   ;300886;INSTITUTO EDUCACIONAL E DEF. DOS DIR.. HUMANOS CORA CORALINA;05.100.338/0001-39;400824;CEI INDIR - FRANCISCO PEREIRA SOBRINHO;130;66.0;74118.18;;;01/12/2016;31/05/2019;Encerrado;01/12/2016;06/02/2018;01/12/2016;31/12/2017
1963;108200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2015-0.150.575-7   ;300595;ASSOCIACAO UNIAO E PROGRESSO DO PARQUE ARARIBA E ADJACENCIAS;50.105.899/0001-85;308311;CR.P.CONV - FLORECER;103;;;10489.03;512.0;24/07/2015;23/01/2018;Encerrado;24/07/2015;15/01/2018;25/06/2015;15/01/2018
2972017;108300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;6016.2017/0046208-7;800264;ASSOCIACAO DE BAIRRO CASA BRANCA PARQUE SAO MIGUEL;14.393.416/0001-21;308727;CR.P.CONV - CASA BRANCA;233;86.0;125076.93;36010.61;;01/01/2018;31/12/2022;Aprovado;29/12/2017;26/02/2019;27/10/2017;
82;109100;DIRETORIA REGIONAL DE EDUCACAO SANTO AMARO;2014-0.058.588-7   ;300736;ASS SAO SABAS DE FILANTROPIA;55.050.546/0001-49;307093;CR.P.CONV - THEREZINHA PIMENTEL PUCCA;82;82.0;62991.58;13000.0;;28/10/2016;27/04/2019;Encerrado;28/04/2014;15/01/2018;31/07/2014;31/12/2017
5352017;108800;DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE;6016.2017/0050564-9;800385;ASSOCIACAO PLANTANDO FUTURO;01.237.920/0001-90;308974;CR.P.CONV - CAMINHO DO FUTURO;290;246.0;189092.58;11000.0;1428.56;13/12/2017;12/12/2022;Aprovado;13/12/2017;26/02/2019;24/11/2017;
9752017;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;6016.2017/0055618-9;800005;INSTITUTO DILMA MOURA;04.578.849/0001-06;308696;CR.P.CONV - CORUJA SAPECA;92;9.0;46705.2;5700.0;947.25;01/01/2018;31/12/2022;Aprovado;28/12/2017;13/09/2018;19/12/2017;
7052018;108700;DIRETORIA REGIONAL DE EDUCACAO ITAQUERA;6016.2018/0037515-1;800136;ASSOCIACAO EDUCACIONAL GUARANI;10.898.283/0001-94;400862;CEI INDIR - ANA MARIA NACINIOVIC CORREA;156;34.0;78072.12;;;06/07/2018;05/07/2023;Aprovado;06/07/2018;22/02/2019;06/07/2018;
8882017;108700;DIRETORIA REGIONAL DE EDUCACAO ITAQUERA;6016.2017/0054747-3;300026;ASS BENCAO DE PAZ;64.025.232/0001-87;306341;CR.P.CONV - BENCAO E PAZ;140;35.0;71143.8;;;01/01/2018;31/12/2022;Aprovado;29/12/2017;27/08/2018;16/12/2017;
9262017;108400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;6016.2017/0055880-7;800015;INSTITUTO ATIARA;09.166.472/0001-93;308154;CR.P.CONV - EMILIA FERREIRO;117;41.0;66504.06;6500.0;1474.19;01/01/2018;31/12/2022;Aprovado;28/12/2017;14/03/2019;18/12/2017;
2273;108300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;2015-0.189.604-7   ;300249;CASAS - CENTRO DE APOIO A SAUDE E ASS SOCIAL;09.118.844/0001-06;308441;CR.P.CONV - ALICE DE SOUZA LIMA;190;102.0;109658.46;;;24/07/2015;23/01/2018;Encerrado;24/07/2015;30/06/2016;09/10/2015;30/06/2016
2203;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2012-0.319.682-9   ;300663;ASSOCIACAO BENFICENTE SAO VITO MARTIR;43.994.995/0001-66;306426;CR.P.CONV - SAO VITO;103;17.0;53954.58;;;13/07/2015;12/01/2018;Encerrado;13/07/2015;05/04/2017;27/08/2015;05/04/2017
7252017;108400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;6016.2017/0052332-9;300635;OBRA ASSISTENCIAL NOSSA SENHORA DO O;61.690.467/0001-03;400335;CEI INDIR - ANTONIO CORREIA;152;68.0;84456.24;;;01/01/2018;31/12/2022;Aprovado;28/12/2017;28/12/2017;07/12/2017;
14292017;108700;DIRETORIA REGIONAL DE EDUCACAO ITAQUERA;6016.2017/0054271-4;800105;CASA DA JUVENTUDE SAO PAULO;07.093.726/0001-65;307341;CR.P.CONV - JARDIM LIDERANCA;183;69.0;98586.27;13500.0;;;;Encerrado;;09/02/2018;29/12/2017;31/01/2018
2299;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2015-0.267.514-1   ;800017;UNIAO SOCIAL CAMILIANA;58.250.689/0001-92;400367;CEI INDIR - VILA CARIOCA;185;49.0;94672.77;;;01/11/2015;30/04/2018;Encerrado;29/10/2015;15/01/2018;14/10/2015;31/12/2017
3482017;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;6016.2017/0043390-7;301016;ACAO SOCIAL ESTRELA DA MANHA;86.957.107/0001-48;308883;CR.P.CONV - PRIMEIRO LAPIS II;138;50.0;73854.9;10000.0;1035.83;22/11/2017;21/11/2022;Aprovado;22/11/2017;15/02/2019;09/11/2017;
1472017;108700;DIRETORIA REGIONAL DE EDUCACAO ITAQUERA;6016.2017/0054262-5;300397;FUNDACAO COMUNIDADE DA GRACA;01.501.866/0001-49;400763;CEI INDIR - CIDADE A. E. CARVALHO II;232;88.0;125109.84;;;17/10/2017;16/10/2022;Aprovado;27/09/2017;24/08/2018;18/09/2017;
3822017;108800;DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE;6016.2017/0049230-0;301107;ASSOCIACAO BENEFICENTE EDUCARTE;58.726.308/0001-07;308011;CR.P.CONV - EDUCARTE I;102;27.0;55875.24;2880.06;50.24;21/11/2017;20/11/2022;Aprovado;21/11/2017;14/12/2018;10/11/2017;
4362017;109200;DIRETORIA REGIONAL DE EDUCACAO SAO MATEUS;6016.2017/0043746-5;300984;GALPAO ATRIA BRASIL;14.682.279/0001-45;308295;CR.P.CONV - GALPAO ATRIA - LIMOEIRO I;258;73.0;133151.94;;;;;Encerrado;;17/11/2017;15/11/2017;17/11/2017
1859;108500;DIRETORIA REGIONAL DE EDUCACAO GUAIANASES;2013-0.025.403-0   ;300229;ASS EDUCA SAO PAULO;03.954.032/0001-14;;EDUCA SAO PAULO;282;135.0;158814.9;9326.79;;30/07/2010;29/01/2013;Encerrado;31/10/2012;26/01/2016;13/04/2015;29/01/2013
92;108800;DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE;2013-0.296.651-7   ;300933;ASSOCIACAO BRASILEIRA DE PRESERVACAO DA CAPOEIRA ALIANCA;10.615.297/0001-53;308038;CR.P.CONV - TECENDO O SABER II;231;80.0;122737.95;13735.35;;23/01/2014;22/07/2016;Encerrado;23/01/2014;09/05/2016;10/12/2014;06/05/2016
2444;109200;DIRETORIA REGIONAL DE EDUCACAO SAO MATEUS;2015-0.282.872-0   ;300013;ACAO COMUNIT. PAROQUIAL DO JD. COLONIAL PE. EMIR RIGON;52.801.883/0001-32;400772;CEI INDIR - CONJUNTO HABITACIONAL TEOTONIO VILELA I;221;74.0;116814.57;;;17/11/2015;16/05/2018;Encerrado;17/11/2015;07/02/2018;17/11/2015;01/01/2018
414;108400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2012-0.279.940-6   ;300759;ASSOCIACAO UNIAO DE MORADORES DO JARDIM VISTA ALEGRE;59.586.347/0001-00;307931;CR.P.CONV - RECRIAR;81;32.0;50439.87;4985.11;;28/06/2015;27/12/2017;Encerrado;28/12/2012;29/12/2017;02/06/2014;27/12/2017
0231/SME/2011;108700;DIRETORIA REGIONAL DE EDUCACAO ITAQUERA;2011-0.307.598-1   ;300638;RECANTO GARRA FEMININA DO CONJUNTO JOSE BONIFACIO;04.095.694/0001-49;306775;CR.P.CONV - GARRA FEMININA;95;30.0;53207.7;5676.55;;08/06/2014;07/12/2016;Encerrado;08/12/2011;19/01/2017;30/07/2014;07/12/2016
6352018;109000;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;6016.2018/0014238-6;300676;ASS EVANGELICA PROJETO RAIZES;73.937.625/0001-58;400849;CEI INDIR - MORRO DOCE;191;79.0;104575.47;;;29/06/2018;28/06/2023;Aprovado;29/06/2018;11/03/2019;16/05/2018;
266;109000;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;2009-0.201.225-4   ;300607;ASS EDUCACIONAL JUVENIL E INFANTIL;08.296.646/0001-70;307159;CR.P.CONV - CANTINHO FELIZ;196;100.0;111865.8;9400.0;;09/04/2012;08/10/2014;Encerrado;31/01/2014;16/12/2014;09/08/2014;
13482017;108700;DIRETORIA REGIONAL DE EDUCACAO ITAQUERA;6016.2017/0054905-0;301100;UNIAO SOCIAL AMIGOS DO JARDIM ROBRU;48.947.071/0001-22;307642;CR.P.CONV - MARAVILHA;161;59.0;86324.37;11050.0;922.0;01/01/2018;31/12/2022;Aprovado;29/12/2017;15/03/2019;28/12/2017;
189;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2010-0.127.627-9   ;300565;SOCIEDADE BENEFICENTE SAO CAMILO;60.975.737/0001-51;400319;CEI INDIR - PEQUENO MUNDO II, CEI;181;78.0;99854.49;;;01/07/2010;31/12/2012;Encerrado;28/06/2010;09/01/2015;03/04/2014;
2202018;108200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;6016.2017/0043720-1;300416;INSTITUICAO BENEFICENTE PERSIO GUIMARAES AZEVEDO;62.440.094/0001-77;400645;CEI INDIR - ISSA KURBHI;200;54.0;102595.92;;;01/01/2018;31/12/2022;Aprovado;29/12/2017;01/02/2018;15/01/2018;
6252018;109300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;6016.2018/0010193-0;300537;MOCA MOVIMENTO DE ORIENTACAO A CRIANCA E AO ADOLESCENTE;73.386.070/0001-01;309034;CR.P.CONV - PEQUENA VALENTINA;119;46.0;68674.74;6735.72;718.11;06/05/2018;05/05/2023;Aprovado;07/05/2018;07/05/2018;04/05/2018;
578;108500;DIRETORIA REGIONAL DE EDUCACAO GUAIANASES;2011-0.240.163-0   ;300147;ASS CAMARGO MIRON;10.174.003/0001-03;307075;CR.P.CONV - CASINHA DA VOVO;74;25.0;45062.54;4491.88;;23/09/2011;22/03/2014;Encerrado;23/09/2011;13/04/2015;02/04/2015;
8892017;108700;DIRETORIA REGIONAL DE EDUCACAO ITAQUERA;6016.2017/0054961-1;300502;INSTITUTO SAO PAULO MELHOR;07.208.563/0001-19;400746;CEI INDIR - CONJUNTO JOSE BONIFACIO;124;48.0;67101.24;;;01/01/2018;31/12/2022;Aprovado;20/12/2017;28/08/2018;16/12/2017;
557;108500;DIRETORIA REGIONAL DE EDUCACAO GUAIANASES;2014-0.291.108-0   ;300028;ASS BENEFICENTE 2001;04.186.163/0001-61;307199;CR.P.CONV - SEMENTES DO FUTURO;94;48.0;57052.2;4544.37;;06/05/2017;05/11/2019;Encerrado;06/11/2014;19/01/2018;30/03/2015;31/12/2017
5722017;108400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;6016.2017/0052326-4;300562;ASS BENEFICENTE MOVIMENTO DAS MULHERES DA CIDADE TIRADENTES;00.134.653/0001-63;308919;CR.P.CONV - VINICIUS DE MORAES;185;87.0;103811.01;14000.0;3069.84;01/12/2017;30/11/2022;Aprovado;01/12/2017;15/03/2019;28/11/2017;
1442018;108300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;6016.2017/0057242-7;300327;CENTRO SOCIAL SAO JOSE;48.118.384/0001-78;400635;CEI INDIR - JARDIM MANACAS;157;31.0;77798.73;;;01/01/2018;31/12/2022;Encerrado;28/12/2017;24/01/2019;11/01/2018;18/01/2019
2503;109300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2015-0.325.474-3   ;300982;ASS FORCA JOVEM VILA MARA;00.502.513/0001-09;400813;CEI INDIR - JORGE JONES;210;68.0;110443.14;;;18/12/2015;17/06/2018;Encerrado;18/12/2015;19/02/2018;10/12/2015;19/02/2018
8122017;109000;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;6016.2017/0041578-0;300994;INSTITUTO CONSTRUINDO UMA EDUCACAO DE QUALIDADE ICEQ;15.221.952/0001-02;307058;CR.P.CONV - ANGLICANA JULIAN THOMAS - UN. III;139;38.0;71417.19;16000.0;;01/01/2018;31/12/2022;Aprovado;29/12/2017;20/07/2018;13/12/2017;
11822017;108800;DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE;6016.2017/0058368-2;300215;ASSOCIACAO SOCIO CULTURAL IDEIA SOLIDARIA;02.262.227/0001-30;400677;CEI INDIR - PARQUE NOVO MUNDO II;186;51.0;95601.78;;;01/01/2018;31/12/2022;Aprovado;29/12/2017;15/03/2019;26/12/2017;
2122017;108500;DIRETORIA REGIONAL DE EDUCACAO GUAIANASES;6016.2017/0046804-2;300844;ASS DE MULHERES TULIPAS;73.818.429/0001-64;307869;CR.P.CONV - AMOR PERFEITO, C.E.I;115;28.0;62409.54;6317.41;;15/10/2017;14/10/2022;Aprovado;11/10/2017;11/09/2018;11/10/2017;
682017;108200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;6016.2017/0046777-1;300492;INSTITUTO EDUCAR DE SAO PAULO;04.886.794/0001-93;308232;CR.P.CONV - REINO DO CARINHO;179;41.0;90060.63;9138.42;1038.97;20/09/2017;19/09/2022;Aprovado;20/09/2017;15/03/2019;03/08/2017;
2356;108500;DIRETORIA REGIONAL DE EDUCACAO GUAIANASES;2015-0.235.032-3   ;800013;ASSOCIACAO SANTA EDWIGES;09.201.979/0001-30;307487;CR.P.CONV - MARIA JOSE DA SILVA SANTOS;123;75.0;73146.15;3915.44;;18/02/2016;16/08/2018;Encerrado;26/01/2016;16/01/2018;26/10/2015;31/12/2017
2408;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2015-0.293.404-0   ;800121;ASSOCIACAO BENEFICIADORA UNIDOS VENCEREMOS;01.267.033/0001-65;308575;CR.P.CONV - MAEZINHA;98;98.0;71012.76;7000.0;528.04;29/02/2016;28/08/2018;Encerrado;29/02/2016;10/01/2018;06/11/2015;31/12/2017
6612017;109000;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;6016.2017/0052963-7;800009;INSTITUTO ALPHA R&V;11.536.476/0001-68;308929;CR.P.CONV - CANTINHO PINHEIRINHO D AGUA;111;63.0;68889.78;3809.46;26.79;09/04/2018;08/04/2023;Aprovado;09/04/2018;25/03/2019;04/12/2017;
98;108800;DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE;2014-0.295.812-5   ;300548;PROMOVE ACAO SOCIO-CULTURAL;69.127.611/0001-00;400443;CEI INDIR - ANDRE NUNES JUNIOR, VER.;134;46.0;71100.78;;;30/04/2017;29/10/2019;Encerrado;30/10/2014;02/01/2018;10/12/2014;31/12/2017
6572017;108800;DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE;6016.2017/0053286-7;300428;CRUZADA PRO INFANCIA;60.915.790/0001-67;400457;CEI INDIR - JULIO LAMAS RIVERA, DR.;161;51.0;84400.53;;;01/01/2018;31/12/2022;Aprovado;28/12/2017;22/03/2019;04/12/2017;
81;109100;DIRETORIA REGIONAL DE EDUCACAO SANTO AMARO;2011-0.073.281-7   ;300541;MOVIMENTO PAULISTA;03.435.857/0001-22;306730;CR.P.CONV - ANJO PEQUENINO;140;;;7000.0;;08/11/2013;07/05/2016;Encerrado;03/05/2011;27/09/2016;19/07/2014;07/05/2016
7562017;109200;DIRETORIA REGIONAL DE EDUCACAO SAO MATEUS;6016.2017/0050720-0;300514;OBRA SOCIAL DA PAROQUIA SAO MATEUS APOSTOLO;43.623.693/0001-81;306429;CR.P.CONV - DIVINEIA;70;24.0;42711.22;;;;;Encerrado;;08/12/2017;08/12/2017;08/12/2017
2416;109300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2015-0.292.233-5   ;300146;ASS BRISA DA MANHA;05.601.329/0001-21;308552;CR.P.CONV - RAIO DE LUZ;80;18.0;46545.44;3094.0;;18/12/2015;17/06/2018;Encerrado;18/12/2015;27/02/2018;10/11/2015;27/02/2018
2711;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;2016-0.107.667-0   ;300908;INSTITUTO MONTEIRO;03.072.993/0001-03;308231;CR.P.CONV - SABER VIVER II;119;33.0;65548.5;6160.0;401.87;01/07/2016;31/12/2018;Encerrado;16/06/2016;27/02/2018;16/06/2016;31/12/2017
483;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2014-0.303.964-6   ;300548;PROMOVE ACAO SOCIO-CULTURAL;69.127.611/0001-00;400480;CEI INDIR - LAR CRIANCA FELIZ;140;56.0;76193.88;;;07/01/2015;06/07/2017;Encerrado;07/01/2015;07/07/2017;13/03/2015;06/07/2017
296;108400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2013-0.286.550-8   ;300694;CENTRO DE TREINAMENTO DAS VIDAS - CT VIDAS;07.318.742/0001-09;306992;CR.P.CONV - MORRO GRANDE CT VIDA;216;72.0;114093.36;12000.0;;25/11/2013;24/05/2016;Encerrado;25/11/2013;25/11/2015;29/05/2014;16/11/2015
129;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2010-0.122.240-3   ;300385;COMUNIDADE ASSISTENCIAL RAINHA DOS APOSTOLOS;51.582.229/0001-12;306316;CR.P.CONV - VILA MONUMENTO;149;52.0;79264.41;;;01/01/2013;30/06/2015;Encerrado;09/06/2010;03/07/2015;29/05/2014;30/06/2015
2147;109000;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;2015-0.184.836-0   ;800007;ASSOCIACAO GIRASSOL AZUL;05.513.407/0001-36;308373;CR.P.CONV - FELIPE NERI;77;22.0;45924.23;6751.11;;27/07/2015;26/01/2018;Encerrado;27/07/2015;16/03/2018;10/08/2015;26/01/2018
455;108800;DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE;2014-0.353.200-8   ;300673;ASSOCIACAO SEARA NORTE;62.779.384/0001-40;400586;CEI INDIR - CHACARA BELA VISTA II;136;48.0;72477.84;;;01/02/2015;31/07/2017;Encerrado;30/01/2015;03/08/2017;20/02/2015;31/07/2017
2239;108500;DIRETORIA REGIONAL DE EDUCACAO GUAIANASES;2013-0.044.910-8   ;300229;ASS EDUCA SAO PAULO;03.954.032/0001-14;306814;CR.P.CONV - ANJO MIGUEL;124;28.0;62291.64;7304.07;;22/07/2015;21/01/2018;Encerrado;07/05/2013;24/01/2018;10/09/2015;31/12/2017
4432018;109300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;6016.2017/0051007-3;300030;ASS BENEFICENTE ANJOS DA PAZ;09.584.495/0001-18;307047;CR.P.CONV - ANJOS DA PAZ;80;24.0;47988.32;3600.0;100.57;01/01/2018;31/12/2022;Aprovado;31/01/2018;06/09/2018;30/01/2018;
162;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;2013-0.238.493-3   ;300830;ASS BENEFICENTE LUZ;04.658.156/0001-15;308224;CR.P.CONV - LUZ II;80;31.0;49671.68;6632.66;1539.64;30/06/2017;29/12/2019;Encerrado;30/12/2014;22/01/2018;15/12/2014;16/01/2018
568;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;2007-0.344.356-5   ;300464;LIGA DAS SENHORAS CATOLICAS DE SAO PAULO;60.597.044/0001-72;306208;CR.P.CONV - PRIMEIROS PASSOS;144;72.0;81833.76;;;01/07/2010;31/12/2012;Encerrado;28/12/2007;15/01/2015;31/07/2014;
80;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2011-0.090.536-3   ;300010;ACAO COMUNITARIA CANTINHO FELIZ;01.870.905/0001-85;400487;CEI INDIR - CANTINHO DOS TESOUROS;121;;;;;04/11/2013;03/05/2016;Encerrado;04/05/2011;22/09/2016;02/04/2014;03/05/2016
97;108400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2011-0.040.513-1   ;300003;ASSOCIACAO AMIGOS LUTANDO PARA UM FUTURO MELHOR;00.385.999/0001-34;307569;CR.P.CONV - SHALLOM II;60;18.0;45026.64;6200.0;;20/11/2013;19/05/2016;Encerrado;20/05/2011;08/12/2015;03/06/2014;16/11/2015
