Nº Protocolo;Código DRE;DRE;Processo SIMPROC;Código OSC Parceira;OSC Parceira;CNPJ;Código Escola;Unidade Educacional;Vagas Contratadas; Vagas Berçário Contratadas ;Total Mensal;Verba Locação;Valor Mensal IPTU;Data Início;Data Término;Situação Parceria;Data Lavratura do Termo;Data Lavratura do Aditamento;Data de Atualização;Data Solicitação Parceria;Data do Encerramento
2249;108300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;2015-0.175.754-3;300265;ASSOCIACAO NOSSO CAMINHO;05.928.519/0001-58;308426;CR.P.CONV - SETE MARIAS;268;82;150686,1;24257,8;;10/08/2015;09/02/2018;Encerrado;10/08/2015;10/08/2015;04/01/2018;18/09/2015;31/12/2017
965;108300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;2013-0.343.532-9;300434;LAR ALTAIR MARTINS;43.657.469/0001-00;307042;CR.P.CONV - TIA DORA;180;;73755;13724,71;;03/06/2016;02/12/2018;Encerrado;04/12/2013;04/12/2013;12/01/2018;31/07/2014;31/12/2017
2251;108300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;2015-0.182.573-5;300082;ASS COMUNITARIA AURI VERDE;67.841.643/0001-39;308423;CR.P.CONV - TIRIBA;236;75;135311,77;25740;;24/07/2015;23/01/2018;Encerrado;24/07/2015;24/07/2015;04/01/2018;18/09/2015;31/12/2017
2295;108300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;2015-0.175.156-1;300445;INSTTUTO CRIANCA CIDADA;03.205.769/0001-34;306660;CR.P.CONV - TRES CORACOES, CRECHE E PRE;226;54;126239,3;;;21/07/2015;20/01/2018;Encerrado;21/07/2015;01/02/2017;04/01/2018;13/10/2015;31/12/2017
955;108300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;2013-0.035.181-7;300445;INSTTUTO CRIANCA CIDADA;03.205.769/0001-34;306660;CR.P.CONV - TRES CORACOES, CRECHE E PRE;184;36;91737,6;;;15/02/2013;14/08/2015;Encerrado;14/02/2013;27/01/2015;13/10/2015;31/07/2014;20/07/2015
891;108300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;2014-0.077.095-1;300249;CASAS - CENTRO DE APOIO A SAUDE E ASS SOCIAL;09.118.844/0001-06;307083;CR.P.CONV - VARGEM GRANDE;448;157;191113;35000;;03/10/2016;02/04/2019;Encerrado;03/04/2014;03/04/2014;04/01/2018;30/07/2014;31/12/2017
2248;108300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;2015-0.182.552-2;301004;NUCLEO DE PROMOCAO SOCIAL VENHA CONOSCO;01.435.552/0001-95;308427;CR.P.CONV - VENHA CONOSCO - UNIDADE III;228;36;123017,28;21032,81;;24/07/2015;23/01/2018;Encerrado;24/07/2015;24/07/2015;04/01/2018;18/09/2015;31/12/2017
1804;108300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;2014-0.237.700-9;301004;NUCLEO DE PROMOCAO SOCIAL VENHA CONOSCO;01.435.552/0001-95;306804;CR.P.CONV - VENHA CONOSCO UNIDADE II;153;16;83740,42;17458,52;;03/03/2017;02/09/2019;Encerrado;03/09/2014;24/02/2017;04/01/2018;31/03/2015;31/12/2017
940;108300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;2009-0.016.982-2;300644;ASS LAR RAIO DE SOL;04.961.912/0001-80;306804;CR.P.CONV - VENHA CONOSCO UNIDADE II;150;;67890;8566,17;;02/03/2012;01/09/2014;Encerrado;02/09/2009;02/03/2012;09/10/2015;31/07/2014;01/09/2014
2066;108300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;2015-0.135.846-0;300185;ASS DOS MORADORES DA VILA ARCO IRIS;56.098.460/0001-59;306282;CR.P.CONV - VILA ARCO IRIS I;124;36;76008,3;;;01/07/2015;31/12/2017;Encerrado;01/07/2015;01/07/2015;04/01/2018;05/08/2015;31/12/2017
935;108300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;2012-0.315.469-7;300185;ASS DOS MORADORES DA VILA ARCO IRIS;56.098.460/0001-59;306282;CR.P.CONV - VILA ARCO IRIS I;124;36;64830;;;01/01/2013;30/06/2015;Encerrado;28/12/2012;28/12/2012;05/08/2015;31/07/2014;30/06/2015
2071;108300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;2015-0.135.828-2;300311;CENTRO COMUNITARIO JARDIM AUTODROMO;57.184.723/0001-05;306283;CR.P.CONV - VILA NICARAGUA, CRECHE;117;41;74078,75;;;01/07/2015;31/12/2017;Encerrado;01/07/2015;01/07/2015;04/01/2018;05/08/2015;31/12/2017
795;108300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;2012-0.315.489-1;300311;CENTRO COMUNITARIO JARDIM AUTODROMO;57.184.723/0001-05;306283;CR.P.CONV - VILA NICARAGUA, CRECHE;117;41;63098;;;01/01/2013;30/06/2015;Encerrado;28/12/2012;;05/08/2015;28/07/2014;30/06/2015
2692;108300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;2016-0.115.402-6;800206;ASSOCIAÇÃO CULTURAL E EDUCACIONAL MARIA DE NAZARÉ;08.439.816/0001-28;306999;CR.P.CONV - VINICIUS DE MORAES;134;50;75547,6;8361,74;;31/05/2016;29/11/2018;Encerrado;31/05/2016;31/05/2016;04/01/2018;09/06/2016;31/12/2017
2244;108300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;2014-0.285.671-3;300492;INSTITUTO EDUCAR DE SAO PAULO;04.886.794/0001-93;308428;CR.P.CONV - VOVO AIDA RAMOS FERREIRA;223;40;121770,66;14125,5;;07/08/2015;06/02/2018;Encerrado;07/08/2015;07/08/2015;11/01/2018;18/09/2015;31/12/2017
1992017;108300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;6016.2017/0051969-0;300492;INSTITUTO EDUCAR DE SAO PAULO;04.886.794/0001-93;308258;CR.P.CONV - VOVO MARIAZINHA ROCHA;344;41;174126,75;11365,44;;13/11/2017;12/11/2022;Aprovado;13/11/2017;26/12/2017;07/03/2018;03/10/2017;
1860;108300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;2014-0.285.676-4;300492;INSTITUTO EDUCAR DE SAO PAULO;04.886.794/0001-93;308258;CR.P.CONV - VOVO MARIAZINHA ROCHA;316;77;165434,54;11365,44;;13/04/2015;12/10/2017;Encerrado;13/04/2015;01/02/2017;16/11/2017;13/04/2015;12/10/2017
2253;108300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;2015-0.182.565-4;300434;LAR ALTAIR MARTINS;43.657.469/0001-00;308443;CR.P.CONV - YANNI;123;57;82545,45;10930,77;;24/07/2015;23/01/2018;Encerrado;24/07/2015;24/07/2015;04/01/2018;18/09/2015;31/12/2017
3182017;108300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;6016.2017/0046144-7;300857;SOC BENEF CENTRO DE CULT AFRO-BRASILEIRO ASE YLE DO HOZOOANE;04.609.534/0001-70;307914;CR.P.CONV - YLE DA CRIANCA;126;18;74989,98;7329,2;;;;Em Análise;;;30/10/2017;30/10/2017;
2852017;108300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;6016.2017/0046144-7;300857;SOC BENEF CENTRO DE CULT AFRO-BRASILEIRO ASE YLE DO HOZOOANE;04.609.534/0001-70;307914;CR.P.CONV - YLE DA CRIANCA;126;18;0;7329,2;;;;Encerrado;;;30/10/2017;27/10/2017;30/10/2017
2842017;108300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;6016.2017/0046144-7;300857;SOC BENEF CENTRO DE CULT AFRO-BRASILEIRO ASE YLE DO HOZOOANE;04.609.534/0001-70;307914;CR.P.CONV - YLE DA CRIANCA;126;;0;7329,2;;;;Encerrado;;;27/10/2017;27/10/2017;27/10/2017
14562017;108300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;6016.2017/0057160-9;300261;ASS NINHO CRIANCA ESPERANCA;02.964.406/0001-10;;LUDOTECA;126;26;0;15110,78;;;;Encerrado;;;16/01/2018;29/12/2017;16/01/2018
2650;108300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;2016-0.082.324-2;800206;ASSOCIAÇÃO CULTURAL E EDUCACIONAL MARIA DE NAZARÉ;08.439.816/0001-28;;MANOEL DE BARROS;109;50;0;;;;;Encerrado;;;11/10/2017;27/04/2016;11/10/2017
2649;108300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;2016-0.082.324-2;800047;ACRIA - ASSOCIAÇÃO AMIGA DA CRIANÇA E DO ADOLESCENTE;08.875.744/0001-61;;MANOEL DE BARROS;109;50;0;;;;;Encerrado;;;27/04/2016;27/04/2016;27/04/2016
4792;108300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;2016-0.209.069-2;300311;CENTRO COMUNITARIO JARDIM AUTODROMO;57.184.723/0001-05;;NOSSA SENHORA DOS ANJOS;210;66;0;;;;;Encerrado;;;11/10/2017;19/09/2016;11/10/2017
4798;108300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;2016-0.172.312-8;300090;ASS COMUNITARIA CANTINHO DO CEU;61.064.770/0001-92;;PIER LUIGI MAMBELLI;240;96;0;;;;;Encerrado;;;11/10/2017;19/09/2016;11/10/2017
2431;108300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;2015-0.304.434-0;800047;ACRIA - ASSOCIAÇÃO AMIGA DA CRIANÇA E DO ADOLESCENTE;08.875.744/0001-61;;SANTA MARIA;191;145;0;;;;;Encerrado;;;28/04/2016;13/11/2015;28/04/2016
4796;108300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;2016-0.197.470-8;800264;ASSOCIAÇÃO DE BAIRRO CASA BRANCA PARQUE SÃO MIGUEL;14.393.416/0001-21;;SAO FRANCISCO DE ASSIS;255;195;0;39000;;;;Encerrado;;;20/12/2016;19/09/2016;20/12/2016
1838;108300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;2014-0.285.676-4;300492;INSTITUTO EDUCAR DE SAO PAULO;04.886.794/0001-93;;VOVO MARIAZINHA;250;107;0;11365,44;;;;Encerrado;;;13/04/2015;06/04/2015;
2473;108400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2015-0.297.980-9;300759;ASSOCIAÇÃO UNIÃO DE MORADORES DO JARDIM VISTA ALEGRE;59.586.347/0001-00;;IVANI CATARINA ARANTES FAZENDA;161;57;0;18000;;;;Encerrado;;;22/01/2016;19/11/2015;22/01/2016
3162017;108400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;6016.2017/0046677-5;300818;ASSOCIAÇÃO EDUCAR PARA TRANSFORMAR;58.106.972/0001-45;;ALECRIM DOURADO;112;77;0;6000;;07/11/2017;06/11/2022;Encerrado;;;30/10/2017;30/10/2017;07/11/2017
3532017;108400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;6016.2017/0047837-4;300682;ASS PELO DESENVOLVIMENTO EDUCACIONAL E PROFISSIONAL ADEP;04.482.597/0001-09;;ANA MARIA MACHADO;132;45;0;8000;;;;Encerrado;;;10/11/2017;09/11/2017;10/11/2017
6642017;108400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;6016.2017/0053765-6;300916;SERVICO ASSISTENCIAL LAR ESTRELA GUIA;08.307.663/0001-65;;ANA NERY;162;91;0;4000;;;;Encerrado;;;04/12/2017;04/12/2017;04/12/2017
2292017;108400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;6016.2017/0044836-0;800153;ASSOCIAÇÃO COMUNITARIA PROJETO AUREA;21.193.970/0001-20;;ANJO MARIAZINHA E PEDRINHO;354;158;0;21272,26;;27/11/2017;26/11/2022;Reprovado;;;29/11/2017;20/10/2017;
7482017;108400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;6016.2017/0054446-6;300817;ASS BENEF SAGRA CORACAO DE JESUS DO ILE ASHE VODUM OSHOGUIAN;06.995.122/0001-41;;CASTELO BRANCO;123;39;0;;;;;Encerrado;;;07/12/2017;07/12/2017;07/12/2017
2073;108400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2015-0.161.475-0;300122;ASS CULTURAL ESPORTIVA BENEF VL NOVA CACHOEIRINHA ACEB;06.035.952/0001-27;;CEI ARVORE DA VIDA;204;94;125836,06;13000;;24/07/2015;23/01/2018;Encerrado;24/07/2015;;02/09/2015;05/08/2015;31/08/2015
20170058;108400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2014-0.215.770-0;800015;INSTITUTO ATIARA;09.166.472/0001-93;;CEI EMILIA FERREIRO;117;41;0;6500;3533,04;09/04/2017;08/10/2019;Encerrado;07/04/2017;;11/04/2017;11/04/2017;11/04/2017
2034;108400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2012-0.308.427-3;300635;OBRA ASSISTENCIAL NOSSA SENHORA DO O;61.690.467/0001-03;400335;CEI INDIR - ANTONIO CORREIA;152;68;94786,7;;;01/07/2015;31/12/2017;Encerrado;27/12/2012;27/12/2012;28/12/2017;30/07/2015;31/12/2017
316;108400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2012-0.308.427-3;300635;OBRA ASSISTENCIAL NOSSA SENHORA DO O;61.690.467/0001-03;400335;CEI INDIR - ANTONIO CORREIA;152;68;94786,7;;;01/07/2015;31/12/2017;Encerrado;27/12/2012;30/06/2015;30/07/2015;29/05/2014;30/07/2015
350;108400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2012-0.308.583-0;300565;SOCIEDADE BENEFICENTE SAO CAMILO;60.975.737/0001-51;400333;CEI INDIR - INACIO DE LIMA OLIVEIRA;183;87;115200,75;;;21/07/2015;20/01/2018;Encerrado;12/03/2013;12/03/2013;28/12/2017;30/05/2014;31/12/2017
20170044;108400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2017-0.032.884-7;300242;ASSOCIAÇÃO NANY APPLE EM BENEFICIO DO OBESO E DO CARENTE;06.094.961/0001-99;400745;CEI INDIR - JARDIM CENTENARIO;313;107;170792,9;;;16/03/2017;15/09/2019;Encerrado;16/03/2017;16/03/2017;06/01/2018;13/03/2017;15/09/2019
354;108400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2012-0.003.562-0;300242;ASSOCIAÇÃO NANY APPLE EM BENEFICIO DO OBESO E DO CARENTE;06.094.961/0001-99;400745;CEI INDIR - JARDIM CENTENARIO I;313;107;170792,9;;;16/09/2014;15/03/2017;Encerrado;16/03/2012;15/09/2014;13/03/2017;30/05/2014;15/03/2017
499;108400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2012-0.308.450-8;300565;SOCIEDADE BENEFICENTE SAO CAMILO;60.975.737/0001-51;400325;CEI INDIR - JARDIM DAMASCENO;160;57;95710,86;;;01/07/2015;31/12/2017;Encerrado;08/02/2013;30/06/2015;28/12/2017;04/06/2014;31/12/2017
2172017;108400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;6016.2017/004315;300378;CLUBE DE MAES DO JARDIM VISTA ALEGRE;58.730.359/0001-02;400747;CEI INDIR - JARDIM DAMASCENO II;231;96;137921,94;;;23/10/2017;22/10/2022;Aprovado;23/10/2017;23/10/2017;12/03/2018;16/10/2017;
434;108400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2012-0.193.683-3;300378;CLUBE DE MAES DO JARDIM VISTA ALEGRE;58.730.359/0001-02;400747;CEI INDIR - JARDIM DAMASCENO II;231;96;134035,86;;;23/04/2015;22/10/2017;Encerrado;23/10/2012;26/12/2014;26/10/2017;02/06/2014;22/10/2017
2467;108400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2015-0.267.386-6;300425;ASSOCIAÇÃO AMIGOS DE PIANORO;67.983.833/0001-90;400326;CEI INDIR - JARDIM DOS FRANCOS;180;60;95018,4;;;17/11/2015;16/05/2018;Encerrado;17/11/2015;17/11/2015;28/12/2017;18/11/2015;31/12/2017
440;108400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2013-0.322.120-5;300425;ASSOCIAÇÃO AMIGOS DE PIANORO;67.983.833/0001-90;400326;CEI INDIR - JARDIM DOS FRANCOS;180;60;95018,4;;;21/11/2013;21/06/2016;Encerrado;21/11/2013;;18/11/2015;03/06/2014;16/11/2015
388;108400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2014-0.067.990-3;300635;OBRA ASSISTENCIAL NOSSA SENHORA DO O;61.690.467/0001-03;400641;CEI INDIR - JARDIM ELISA MARIA;160;78;79531;;;08/10/2016;07/04/2019;Encerrado;07/04/2014;07/04/2014;04/01/2018;30/05/2014;31/12/2017
481;108400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2012-0.308.555-5;300635;OBRA ASSISTENCIAL NOSSA SENHORA DO O;61.690.467/0001-03;400324;CEI INDIR - JARDIM GUARANI;185;87;112792,26;;;01/07/2015;31/12/2017;Encerrado;28/12/2012;30/06/2015;28/12/2017;03/06/2014;31/12/2017
407;108400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2013-0.105.910-9;300565;SOCIEDADE BENEFICENTE SAO CAMILO;60.975.737/0001-51;400575;CEI INDIR - JARDIM ITAGUACU;154;44;85220,46;;;20/12/2015;19/06/2018;Encerrado;20/06/2013;25/11/2016;04/01/2018;02/06/2014;31/12/2017
2076;108400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2015-0.149.553-0;300355;CENTRO EDUCACIONAL PINGO D AGUA;44.132.165/0001-92;400330;CEI INDIR - JARDIM MARACANA;151;41;90978,49;;;21/07/2015;20/01/2018;Encerrado;21/07/2015;21/07/2015;02/01/2018;05/08/2015;20/01/2018
410;108400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2007-0.099.288-6;300355;CENTRO EDUCACIONAL PINGO D AGUA;44.132.165/0001-92;400330;CEI INDIR - JARDIM MARACANA;160;43;84022,4;;;11/05/2013;10/11/2015;Encerrado;11/11/2010;10/05/2013;04/11/2015;02/06/2014;20/07/2015
394;108400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2012-0.308.453-2;300635;OBRA ASSISTENCIAL NOSSA SENHORA DO O;61.690.467/0001-03;400331;CEI INDIR - JARDIM TEREZA;158;48;92889,18;;;01/07/2015;31/12/2017;Encerrado;27/12/2012;29/06/2015;28/12/2017;30/05/2014;31/12/2017
380;108400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2013-0.063.422-3;300635;OBRA ASSISTENCIAL NOSSA SENHORA DO O;61.690.467/0001-03;400359;CEI INDIR - MENINO JESUS;282;109;162843,07;;;17/10/2015;16/04/2018;Encerrado;16/04/2013;16/04/2013;28/12/2017;30/05/2014;31/12/2017
423;108400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2013-0.277.193-7;300242;ASSOCIAÇÃO NANY APPLE EM BENEFICIO DO OBESO E DO CARENTE;06.094.961/0001-99;400591;CEI INDIR - NANY APPLE;100;;52022,4;2500;;17/11/2013;16/05/2016;Encerrado;14/11/2013;;04/12/2015;02/06/2014;16/11/2015
6842017;108400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;6016.2017/0052182-2;300635;OBRA ASSISTENCIAL NOSSA SENHORA DO O;61.690.467/0001-03;400358;CEI INDIR - NOSSA SENHORA MAE DE DEUS;122;41;0;;;;;Encerrado;;;28/12/2017;05/12/2017;28/12/2017
393;108400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2012-0.308.532-6;300635;OBRA ASSISTENCIAL NOSSA SENHORA DO O;61.690.467/0001-03;400358;CEI INDIR - NOSSA SENHORA MAE DE DEUS;122;41;76273,34;;;01/07/2015;31/12/2017;Encerrado;27/12/2012;29/06/2015;28/12/2017;30/05/2014;31/12/2017
430;108400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2012-0.308.392-7;300017;ACAO COMUNITARIA TODOS IRMAOS;47.383.864/0001-01;400357;CEI INDIR - PARQUE MANDI;138;48;84515,58;;;01/07/2015;31/12/2017;Encerrado;17/12/2012;17/12/2012;28/12/2017;02/06/2014;31/12/2017
382;108400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2012-0.308.436-2;300211;ASSOCIAÇÃO SAO JOSE DAS SERVAS DA CARIDADE;50.123.496/0001-69;400347;CEI INDIR - PARQUE PERUCHE;203;68;116139,38;;;01/07/2015;31/12/2017;Encerrado;26/12/2012;25/06/2015;28/12/2017;30/05/2014;31/12/2017
2361;108400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2015-0.267.425-0;300580;SOCIEDADE BENEFICENTE CAMINHANDO PARA O FUTURO;47.389.788/0001-33;400556;CEI INDIR - PINGO DE GENTE;154;66;86343,6;;;17/11/2015;16/05/2018;Encerrado;17/11/2015;17/11/2015;28/12/2017;27/10/2015;31/12/2017
331;108400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2013-0.213.058-3;300580;SOCIEDADE BENEFICENTE CAMINHANDO PARA O FUTURO;47.389.788/0001-33;400556;CEI INDIR - PINGO DE GENTE;154;66;86343,6;;;08/09/2013;07/03/2016;Encerrado;06/09/2013;;08/12/2015;29/05/2014;16/11/2015
2384;108400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2015-0.267.406-4;300422;CRECHE IMACULADA CORACAO DE MARIA DO JARDIM PRINCESA;54.284.823/0001-15;400594;CEI INDIR - RAIO DE LUZ;60;17;37898,8;;;17/11/2015;16/05/2018;Encerrado;17/11/2015;17/11/2015;27/12/2017;29/10/2015;31/12/2017
384;108400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2013-0.334.172-3;300422;CRECHE IMACULADA CORACAO DE MARIA DO JARDIM PRINCESA;54.284.823/0001-15;400594;CEI INDIR - RAIO DE LUZ;60;17;37898,8;;;01/01/2014;30/06/2016;Encerrado;23/12/2013;;01/12/2015;30/05/2014;16/11/2015
2032;108400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2012-0.308.564-4;300580;SOCIEDADE BENEFICENTE CAMINHANDO PARA O FUTURO;47.389.788/0001-33;400327;CEI INDIR - TEQUINHO DO CEU;147;59;90708,98;;;01/07/2015;31/12/2017;Encerrado;28/12/2012;28/12/2012;28/12/2017;30/07/2015;31/12/2017
364;108400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2012-0.308.564-4;300580;SOCIEDADE BENEFICENTE CAMINHANDO PARA O FUTURO;47.389.788/0001-33;400327;CEI INDIR - TEQUINHO DO CEU;147;59;90708,98;;;01/07/2015;31/12/2017;Encerrado;28/12/2012;30/06/2015;30/07/2015;30/05/2014;30/07/2015
2026;108400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2015-0.161.133-6;300017;ACAO COMUNITARIA TODOS IRMAOS;47.383.864/0001-01;400323;CEI INDIR - VILA NINA;140;50;88281,3;;;21/07/2015;20/01/2018;Encerrado;21/07/2015;;28/12/2017;30/07/2015;31/12/2017
414;108400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2008-0.042.127-9;300017;ACAO COMUNITARIA TODOS IRMAOS;47.383.864/0001-01;400323;CEI INDIR - VILA NINA;140;50;77826,4;;;16/06/2013;15/12/2015;Encerrado;16/12/2010;07/06/2013;30/07/2015;02/06/2014;20/07/2015
7392017;108400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;6016.2017/0052323-0;300246;ASSOCIAÇÃO EVANGELICA BENEFICENTE - AEB;61.705.877/0001-72;400334;CEI INDIR - VILA NOVA CACHOEIRINHA;213;75;0;;;;;Encerrado;;;22/12/2017;07/12/2017;22/12/2017
373;108400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2012-0.308.577-6;300246;ASSOCIAÇÃO EVANGELICA BENEFICENTE - AEB;61.705.877/0001-72;400334;CEI INDIR - VILA NOVA CACHOEIRINHA;213;75;121869,54;;;01/07/2015;31/12/2017;Encerrado;26/12/2012;25/06/2015;28/12/2017;30/05/2014;31/12/2017
1442;108400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2014-0.256.280-9;300431;NUCLEO COMUNITARIO DE VILA TEREZINHA;53.054.078/0001-55;400708;CEI INDIR - VILA NOVA ESPERANCA;217;82;125087,62;;;21/04/2017;20/10/2019;Encerrado;21/10/2014;20/04/2017;28/12/2017;16/12/2014;31/12/2017
428;108400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2009-0.214.746-0;300431;NUCLEO COMUNITARIO DE VILA TEREZINHA;53.054.078/0001-55;400708;CEI INDIR - VILA NOVA ESPERANCA;242;80;115010;;;21/04/2012;20/10/2014;Encerrado;21/10/2009;12/04/2012;16/12/2014;02/06/2014;
20170068;108400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2017-0.072.118-2;300343;CENTRO DE ACAO SOCIAL ESPERANCA;05.632.423/0001-48;400664;CEI INDIR - VILA RICA;180;42;100777,26;;;02/05/2017;01/11/2019;Encerrado;08/05/2017;08/05/2017;20/02/2018;10/05/2017;01/11/2019
2226;108400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2014-0.291.290-7;300343;CENTRO DE ACAO SOCIAL ESPERANCA;05.632.423/0001-48;400664;CEI INDIR - VILA RICA;180;42;100777,26;;;29/10/2014;28/04/2017;Encerrado;29/10/2014;;10/05/2017;31/08/2015;28/04/2017
367;108400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2009-0.324.625-9;300343;CENTRO DE ACAO SOCIAL ESPERANCA;05.632.423/0001-48;400664;CEI INDIR - VILA RICA;180;42;86040;;;01/09/2012;30/03/2015;Encerrado;01/03/2010;23/08/2012;31/08/2015;30/05/2014;28/10/2014
2399;108400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2015-0.267.357-2;300892;ASS ABRACO DE MAE;58.726.324/0001-91;308004;CR.P.CONV - ABRACO DE MAE;188;61;98256,8;5000;;17/11/2015;16/05/2018;Encerrado;17/11/2015;17/11/2015;04/01/2018;04/11/2015;31/12/2017
249;108400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2013-0.167.192-0;300892;ASS ABRACO DE MAE;58.726.324/0001-91;308004;CR.P.CONV - ABRACO DE MAE;143;61;81165,8;4500;;10/10/2013;09/04/2016;Encerrado;10/10/2013;;25/11/2015;09/04/2014;16/11/2015
