Cod OSC;Nome OSC;CNPJ;Tipo_Logradouro;Nome_Logradouro;Endereco_Numero;Complemento;Bairro;CEP;Representante Legal;Portaria Credenciamento;Validade Credenciamento;Data Descredenciamento;Status Credenciamento;;;;;;;;
800368;ASSOCIAÇÃO PARQUE DAS AMERICAS & ADJACENCIAS;21253482000161;Rua;BENJAMIM DE BARROS;1     ;A;JARDIM GUAIANAZES;8431350;GILDA SIMOES DE SOUZA OGATA;;;;CREDENCIADA;;;;;;;;
800369;ASSOCIAÇÃO COMUNITARIA ESTRELA FELIZ;10216147000177;Rua;DOMINGOS MACIEL;13    ;C;JARDIM SOARES;8460110;SELMA PACHECO BRAGA;;;;CREDENCIADA;;;;;;;;
800370;ASSOCIAÇÃO BENEFICENTE AZUL ESPERANÇA;21614275000195;Rua;AGUANAMBI;5     ;;VILA POPULAR;8461140;EDÉLCIO JOSÉ GONÇALVES;;;;CREDENCIADA;;;;;;;;
800372;ASSOCIAÇÃO CLUBE DE MÃES PIONEIRAS DA VILA ROSEIRA II;05463788000196;Rua;CARIBE;12    ;;VILA ROSEIRA II;8466020;FRANCISCA NILMAR ARRAES FERREIRA;;;;CREDENCIADA;;;;;;;;
800373;ASSOCIAÇÃO COMUNITÁRIA VIDA E CULTURA;11109513000151;Rua;ARARA UNA;94    ;;JARDIM LAJEADO;8451080;JOSÉ ALDEMIR SOBRINO;;;;CREDENCIADA;;;;;;;;
800374;ASSOCIAÇÃO BENEFICENTE SEMEANDO O FUTURO;07778267000153;Rua;ALCAPRIMA;160   ;A;VILA LOURDES;8410270;RAFAELA VIGATO PIERRE;;;;CREDENCIADA;;;;;;;;
800375;INSTITUTO JLC;00961545000164;Rua;RUA DOUTOR CARLOS DA COSTA;206   ;;JARDIM SÃO JOÃO;8240560;ISABEL CRISTINA OLIVEIRA CUNHA;;;;CREDENCIADA;;;;;;;;
800376;ASSOCIAÇÃO BENEFICENTE AMANHECER;23341429000148;Rua;RAIMUNDO MONTE SANTO;34    ;CASA 01;JARDIM AURORA (ZONA LESTE);8431140;VALTER CARLOS BRAGA;;;;CREDENCIADA;;;;;;;;
800377;ASSOCIAÇÃO UNIVERSIDADE DO SABER;03513537000143;Rua;JOÃO GOMES DE FARIAS;121   ;;JARDIM ETELVINA;8430540;PATRICIA MARTINS SEVERINO;;;;CREDENCIADA;;;;;;;;
800379;ASSOCIAÇÃO COMUNITARIA PEQUENOS VALENTES;04749434000140;Rua;IGARAPÉ TORRE DA LUA;163   ;;CONJUNTO HABITACIONAL INÁCIO MONTEIRO;8472330;VERA LUCIA SILVA DOS REIS;;;;CREDENCIADA;;;;;;;;
800380;AÇÃO COMUNITÁRIA SERRA D'ÁGUA;54931282000170;Rua;ANTÔNIO MOREIRA DUARTE;4     ;;CONJUNTO RESIDENCIAL PRESTES MAIA;8490390;JOSÉ RICARDO ALVES COSTA;;;;CREDENCIADA;;;;;;;;
800381;ASSOCIAÇÃO BENEFICENTE CULTURAL ESPERANÇA DOS POVOS;26663945000187;Rua;ALEXANDRE DAVIDENKO;336   ;CONJ. HAB. BARRO BRA;CONJUNTO HABITACIONAL BARRO BRANCO II;8473593;ALAN CHAVES;;;;CREDENCIADA;;;;;;;;
800385;ASSOCIAÇAO PLANTANDO FUTURO;01237920000190;Rua;DOUTOR ALMÍRIO DE CAMPOS;41    ;A;LAJEADO;8450030;FABIANA OLIVEIRA DE CARVALHO;;;;CREDENCIADA;;;;;;;;
800390;ASSOCIAÇÃO SOCIAL ZAGAYA;08686764000194;Estrada;NOSSA SENHORA DA FONTE;62    ;CASA 03;GUAIANAZES;8410440;ANA MARIA LOURENÇO SILVA;;;;CREDENCIADA;;;;;;;;
800391;ASSOCIAÇÃO HILDA CONCEIÇÃO DE SOUZA;20720902000100;Rua;ERATÓSTENES FRAZÃO;168   ;CASA 01;VILA CRUZEIRO;8412040;MARCIO VERIANO DE SOUSA;;;;CREDENCIADA;;;;;;;;
800392;ASSOCIAÇÃO DE AMPARO A CARENTES MARIA LUIZA;00209332000180;Rua;ERATÓSTENES FRAZÃO;168   ;;VILA CRUZEIRO;8412040;PRISCILA FERNANDES DOS SANTOS;;;;CREDENCIADA;;;;;;;;
800394;ASSOCIAÇÃO BENEFICENTE MUNDO DA CRIANÇA FELIZ DA CIDADE TIRA;26666687000192;Rua;DONA ELOÁ DO VALLE QUADROS;241   ;APT 32B;CONJUNTO HABITACIONAL SANTA ETELVINA II;8485130;ANTONIO SAMPAIO DA SILVA;;;;CREDENCIADA;;;;;;;;
800395;CEACOM-CENTRO EDUCACIONAL DE APOIO A COMUNIDADE;11301370000185;Rua;ALESSIO PRATI;65    ;;VILA IOLANDA(LAJEADO);8451550;SOLANGE MARIA CAETANO NUNES;;;;CREDENCIADA;;;;;;;;
800396;ASSOCIAÇÃO BENEFICENTE DIVINA GRAÇA;17265972000100;Rua;CATARINA CUBAS;391   ;;LAJEADO;8450350;EDIVALDA ALVES DA SILVA;;;;CREDENCIADA;;;;;;;;
800397;AÇÃO BENEFICENTE E CULTURAL MAXIMUS - ABCM;15652018000145;Rua;ALBERTO VILLANIS;122   ;;CIDADE TIRADENTES;8471700;MICHELE CANUTO DOS SANTOS;;;;CREDENCIADA;;;;;;;;
800402;INSTITUTO MULHERES GUERREIRAS;17335862000178;Rua;ARROIO ANTUNES;71    ;CS 2;CONJUNTO HABITACIONAL INÁCIO MONTEIRO;8472310;CARLA ALESSANDRA FRANCISCO;;;;CREDENCIADA;;;;;;;;
800403;ASSOCIAÇÃO BENEFICENTE VISÃO MUNDIAL;21101382000110;Rua;FRANCISCO BAJARTE;24    ;;JARDIM SÃO PAULO(ZONA LESTE);8461270;LUCIONE DOS SANTOS CALADO;;;;CREDENCIADA;;;;;;;;
800404;ASSOCIAÇÃO BENEFICENTE PASSOS PARA O FUTURO;00057160000177;Rua;LUÍS BORDESE;93    ;LOJA 2;CIDADE TIRADENTES;8471790;MAGDIEL SANTOS DOS PASSOS;;;;CREDENCIADA;;;;;;;;
800406;INSTITUTO SOCIAL E RECREATIVO PAU BRASIL;00309201000175;Rua;RIACHO BOA ESPERANÇA;27    ;;CONJUNTO HABITACIONAL INÁCIO MONTEIRO;8472555;DIOGENES ALVES MENDES;;;;CREDENCIADA;;;;;;;;
800407;INSTITUTO NOVO TEMPO MUNDIAL;11757645000190;Rua;JOÃO GOMES DE FARIAS;73    ;;JARDIM ETELVINA;8430540;UALISSON ROGERIO MASCARENHAS SANFROT;;;;CREDENCIADA;;;;;;;;
800408;AÇÃO SOCIAL HUMANISTICA BRASILEIRA CIDADÃ DA ZONA LESTE E GR;05529484000184;Rua;FRANCISCO CARDOSO JÚNIOR;86    ;;JARDIM ÁUREA;8421105;MARIA PASTORA NUNES CABRAL;;;;CREDENCIADA;;;;;;;;
800409;ASSOCIAÇÃO BENEFICENTE EDUCACIONAL TABERNACULO;08839622000110;Rua;TOMÉ-AÇU;13    ;;JARDIM GUAIANAZES;8431231;DHIEGO ALVES OLIVEIRA RIBEIRO;;;;CREDENCIADA;;;;;;;;
800411;INSTITUTO CANDIDO ALMEIDA;24145913000164;Avenida;MIGUEL ACHIOLE DA FONSECA;1254  ;;JARDIM SÃO PAULO(ZONA LESTE);8461110;MARCELO CANDIDO DE ALMEIDA;;;;CREDENCIADA;;;;;;;;
800412;ASSOCIAÇÃO DOS SEM TERRA DA COHAB JUSCELINO;00077348000187;Rua;PADRE FERREIRA ROCHA;1863  ;;CONJUNTO RESIDENCIAL PRESTES MAIA;8490030;RODRIGO AUGUSTO;;;;CREDENCIADA;;;;;;;;
800414;INSTITUTO EDUCANDARIO NOVA GERAÇÃO;06057603000106;Rua;SANTA ESTELA;182   ;FUNDOS;GUAIANAZES;8441260;RICARDO BARRIELI DOS ANJOS;;;;CREDENCIADA;;;;;;;;
800415;ASSOCIAÇÃO DE MÃES ALVORADA;02853317000104;Rua;ERATÓSTENES FRAZÃO;168   ;;VILA CRUZEIRO;8412040;SILVANA FERNANDES DE ARAUJO;;;;CREDENCIADA;;;;;;;;
800416;ASSOCIAÇÃO BENEFICENTE SEMEANDO O SABER;26256801000106;RUA PROJETADA;TRÊS;4     ;;VILA SÃO GERALDO;8460474;IVAN SILVEIRA AMORIN;;;;CREDENCIADA;;;;;;;;
800420;ASSOCIAÇÃO NOVO ALVORECER;17112807000119;Rua;ANTÔNIO SOARES PAIS;181   ;;VILA SÃO GERALDO;8460500;PAULO PEREIRA ROCHA;;;;CREDENCIADA;;;;;;;;
800421;ASSOCIAÇÃO E CENTRO DE APOIO SOCIAL EDUCAÇÃO ESTRELA DA MANH;14107129000108;Rua;ARMADA CABRALINA;93    ;;JARDIM FANGANIELLO;8450600;MARIA ROSA DE ARAUJO;;;;CREDENCIADA;;;;;;;;
800422;ATLANTE CLUBE DA INFANCIA E ADOLESCENCIA - ACIA;36926343000129;Rua;ISIDRO DE MARIA;66    ;;JARDIM MORENO;8430700;MANOEL COELHO NETO;;;;CREDENCIADA;;;;;;;;
800435;ABC RIZOMA - ASSOCIACAO CULTURAL E EDUCATIVA;05437202000119;Rua;AREIA DA AMPULHETA;357   ;A;CONJUNTO HABITACIONAL CASTRO ALVES;8474110;MARLI BUENO;;;;CREDENCIADA;;;;;;;;
800445;ASSOCIAÇÃO DOS MORADORES DO CONJ JD S PAULO II E ADJACÊNCIAS;57806820000192;Rua;PEDRO DE SEABRA;160   ;;JARDIM SÃO PAULO(ZONA LESTE);8461380;GERALDO ALVES DE SÁ;;;;CREDENCIADA;;;;;;;;
800446;ASSOCIACAO BENEFICIENTE NOVA ALVORADA;08096592000107;Rua;ANTÔNIO LUÍS DE GODÓI;378   ;;VILA COSMOPOLITA;8421150;MARIA FELINTO DE LIMA;;;;CREDENCIADA;;;;;;;;
300068;ASS ALIANCA DE MISERICORDIA;04186468000173;Rua;AVANHANDAVA;520   ;;BELA VISTA;1306000;LEANDRO RASERA ADORNO;167;2017-10-26 00:00:00.000;;CREDENCIADA;;;;;;;;
300188;ASS GRUPO MISSAO DIVINA;02291905000193;Avenida;DOS OURIVES;225   ;SALA 03;JARDIM SÃO SAVÉRIO;4194260;ROSANA TORO;96;2017-10-09 00:00:00.000;;CREDENCIADA;;;;;;;;
300199;ASSOCIACAO SANTO AGOSTINHO;62272497000154;Rua;CONSELHEIRO ZACARIAS;97    ;;JARDIM PAULISTA;1429020;MARIA INÊS DE PAULA EDUARDO;185;2020-01-18 00:00:00.000;;CREDENCIADA;;;;;;;;
300246;ASSOCIAÇÃO EVANGELICA BENEFICENTE - AEB;61705877000172;Avenida;ANGÉLICA;2261  ;;SANTA CECÍLIA;1227000;MARCELO CUSTÓDIO DE ANDRADE;105;2017-08-13 00:00:00.000;;CREDENCIADA;;;;;;;;
300508;OBRA ASSISTENCIAL JESUS MENINO;01309378000134;Rua;TUPI;267   ;CONJUNTO 44;SANTA CECÍLIA;1233001;MARIA CHRISTINA SOUZA  AMARAL;168;2017-10-09 00:00:00.000;;CREDENCIADA;;;;;;;;
300587;SOCIEDADE DE AMPARO FRATERNO CASA DO CAMINHO;43897560000101;Rua;ESTADO DE ISRAEL;59    ;ATÉ 61;VILA CLEMENTINO;4022002;DANIEL MARTINS SANCHEZ;118;2017-08-13 00:00:00.000;;CREDENCIADA;;;;;;;;
300671;ASS DEHONIANA BRASIL MERIDIONAL;04730949000106;Rua;DOUTOR MAURÍCIO DE LACERDA;252   ;;SÃO JUDAS;4303191;JOAO CARLOS PASCHOALIM DE CASTRO;137;2017-09-30 00:00:00.000;;CREDENCIADA;;;;;;;;
300776;FUNDACAO FE ALEGRIA DO BRASIL;46250411000136;Rua;ASSUNGUI;141   ;;VILA GUMERCINDO;4131001;PEDRO PEREIRA DA SILVA;194;2017-10-23 00:00:00.000;;CREDENCIADA;;;;;;;;
300916;SERVICO ASSISTENCIAL LAR ESTRELA GUIA;08307663000165;Rua;DONA ANA NERI;578   ;CASA 5;CAMBUCI;1522000;VANIA CRISTINA DE MATTOS MOTA;177;2015-11-15 00:00:00.000;;CREDENCIADA;;;;;;;;
800000;ALDEIAS INFANTIS SOS BRASIL;35797364000129;Rua;JOSÉ ANTÔNIO COELHO;400   ;;VILA MARIANA;4011061;PEDRO PAULO ELEJALDE DE CAMPOS;;;;CREDENCIADA;;;;;;;;
800011;ASSOCIAÇÃO COMUNITÁRIA FAMÍLIA EM MISSÃO;97534600000171;Rua;MINAS GERAIS;80    ;;JARDIM ROSINHA;5274090;DÊMISSON SILVA RIOS;31;2017-04-18 00:00:00.000;;CREDENCIADA;;;;;;;;
800387;ASSOCIAÇÃO CORUJINHA;26350594000154;Rua;MAESTRO CÁLLIA;101   ;;VILA MARIANA;4012100;RUTH SERRANO VARGAS;;;;CREDENCIADA;;;;;;;;
800413;INSTITUTO BINATI;58068735000137;Rua;ÁGUAS DE MARÇO;12    ;;CONJUNTO RESIDENCIAL JOSÉ BONIFÁCIO;8257010;CRISTIANO REIS NATALI;;;;CREDENCIADA;;;;;;;;
800426;INSTITUTO BOAS NOVAS;06002151000165;Rua;MONTEIRO SOARES FILHO;639   ;;PARQUE DA VILA PRUDENTE;3141010;JOÃO ADAUTO PINHATA FILHO;;;;CREDENCIADA;;;;;;;;
800448;INSTITUTO SOCIAL AGUA DA VIDA;51930444000167;Rua;BENEFICÊNCIA PORTUGUESA;24    ;CONJ 513;CENTRO;1033020;ALEXANDRE SOMLO FILHO;;;;CREDENCIADA;;;;;;;;
300018;INSTITUTO ASSISTENCIAL DE MULHERES JANETE CLAIR;73862963000178;Rua;GIÁCOMO QUIRINO;76    ;CONJ JOSE BONIFACIO;CONJUNTO RESIDENCIAL JOSÉ BONIFÁCIO;8255490;LUCINEIDE NUNES DIAS;;;;CREDENCIADA;;;;;;;;
300034;ASS BENEFICENTE BOM PASTOR;53454971000178;Rua;CÉSAR DOMÊNICO;85    ;;CONJUNTO RESIDENCIAL JOSÉ BONIFÁCIO;8255480;ARCANGELO LONGO;58;;;CREDENCIADA;;;;;;;;
300053;ASSISTENCIA SOCIAL LAR DITOSO;59947465000105;Rua;GIOVANNI QUADRI;60    ;;CONJUNTO RESIDENCIAL JOSÉ BONIFÁCIO;8255500;JOÃO MACHADO DE SOUZA;;;;CREDENCIADA;;;;;;;;
300078;ASS BENEFICENTE FAMILIA FRUTO FIEL;03153086000180;Rua;ATALIBA NOGUEIRA;65    ;;JARDIM CAGUASSU;3906070;VLADEMIR JOAO CARLOS GALDINO;98;;;CREDENCIADA;;;;;;;;
300150;INSTITUTO MULHER;09201480000123;Rua;SANTA CRUZ DO PIAUÍ;351   ;SALA 01;ITAQUERA;8295410;LINDALVA DA SILVA SANT'ANA EUGENIO;39;2017-07-25 00:00:00.000;;CREDENCIADA;;;;;;;;
300159;INSTITUTO CELINA GASPERINE;03710353000173;Rua;PORTO XAVIER;271   ;CASA 03;VILA CARMOSINA;8210170;CRISTIANO GASPERINE;41;2017-07-25 00:00:00.000;;CREDENCIADA;;;;;;;;
300173;ASSOCIAÇÃO BENEFICENTE VIRTUDE DA CRIANÇA;06885889000118;Rua;JARDEL FILHO;520   ;;JARDIM NOSSA SENHORA DO CARMO;8270620;DANILO DE ALBUQUERQUE FERREIRA;99;;;CREDENCIADA;;;;;;;;
300238;ASSOCIAÇÃO MORIAH;07475642000196;Avenida;NOSSA SENHORA DE GUADALUPE;110   ;;JARDIM HELENA;8420130;ANA LUZIA DE MORAES;129;2017-10-12 00:00:00.000;;CREDENCIADA;;;;;;;;
300254;CASA DA CRIANCA FELIZ;00296242000174;Rua;AREIÃO;59    ;;CHÁCARA SANTO ANTÔNIO (ZONA LESTE);3410020;KATIA MENDES GOMES;59;;;CREDENCIADA;;;;;;;;
300273;CASA DO CRISTO REDENTOR;62366844000108;Rua;AGRIMENSOR SUGAYA;986   ;;COLÔNIA (ZONA LESTE);8260030;DULCINEIA ACUNA;93;;;CREDENCIADA;;;;;;;;
300380;FED FLOR DO ORIENTE DE ENT COM E LIDERANCAS DO BRASIL;65505984000108;Rua;BERNARDINO PRUDENTI;42    ;;CONJUNTO RESIDENCIAL JOSÉ BONIFÁCIO;8255020;MARIA ZILMA ALVES DOS SANTOS;100;;;CREDENCIADA;;;;;;;;
300397;FUNDACAO COMUNIDADE DA GRACA;01501866000149;Rua;SALVADOR DO VALE;9     ;;VILA FORMOSA;3362015;OSMAR MISAEL DIAS;96;;;CREDENCIADA;;;;;;;;
300510;INSTITUTO KWARAY;02861398000186;Rua;VICTÓRIO SANTIM;636   ;;VILA CARMOSINA;8290000;WILSON HERMES ALVES FIUZA;63;;;CREDENCIADA;;;;;;;;
300747;ASS XVI DE DEZEMBRO SAGITTAIRE;11518924000109;Rua;AGENOR ARANTES CASTRO;49    ;;CHÁCARA MAFALDA;3373070;MARCOS ANTONIO RUFINO DEL MONTE;71;;;CREDENCIADA;;;;;;;;
300825;AMEI - ASS DE MAES DOS ESPECIAIS DE ITAQUERA;53081881000189;Rua;EMÍLIA BRASÃO;110   ;;CONJUNTO RESIDENCIAL JOSÉ BONIFÁCIO;8250680;DORALICE DA SILVA UENO;9;;;CREDENCIADA;;;;;;;;
300832;ASS SANTA ZITA;01112868000146;Rua;BRUNO ZABALA;106   ;;CONJUNTO RESIDENCIAL JOSÉ BONIFÁCIO;8250590;INEZ CONCEIÇÃO FERNANDES ALVES;;;;CREDENCIADA;;;;;;;;
300842;SOCIEDADE BENEFICENTE FLOR DO CAMPO DO JARDIM CELIA;01519142000122;Rua;PADRE FREI JORGE WALTER NUNES;320   ;;PARADA XV DE NOVEMBRO;8246066;ERICA SANTANA OLIVEIRA;54;2018-04-19 00:00:00.000;;CREDENCIADA;;;;;;;;
300847;ASS BENEFICENTE KAIROS;04160147000108;Rua;VIRGÍNIA AUGUSTA MIGUEL;350   ;;CIDADE LÍDER;8285320;ALEXANDRE DE SOUZA ARANTES;61;2018-05-23 00:00:00.000;;CREDENCIADA;;;;;;;;
300850;ORGANIZACAO BENEFICENTE INOVA NA ATITUDE;00796501000126;Avenida;ERNESTO SOUZA CRUZ;1089  ;;CIDADE ANTÔNIO ESTEVÃO DE CARVALHO;8225380;KAMILLA APOLINARIO NOGUEIRA ROCHA;;;;CREDENCIADA;;;;;;;;
301006;ASS TERC IDADE  E CRIANCAS CARENTES CONJ J BONIF CAJUEIROS;05441097000191;Avenida;PROFESSOR JOÃO BATISTA CONTI;1271  ;;CONJUNTO RESIDENCIAL JOSÉ BONIFÁCIO;8255210;MARLI ROSA CERQUEIRA TEPEDINO;47;2016-08-17 00:00:00.000;;CREDENCIADA;;;;;;;;
800014;INSTITUTO DE INTEGRAÇÃO SOCIAL NATALIA REZINO;08541431000177;Rua;AUGUSTO CAVALCANTI;15    ;A;CONJUNTO RESIDENCIAL JOSÉ BONIFÁCIO;8253110;CLEVERSON CANDIDO DE CARVALHO;57;2017-07-22 00:00:00.000;;CREDENCIADA;;;;;;;;
800155;ASSOCIAÇÃO BENEFICENTE CAMINHO DOS SONHOS;01162830000188;Rua;VICENTE AVELAR;35    ;;CONJUNTO RESIDENCIAL JOSÉ BONIFÁCIO;8253190;JOEL BERNARDO DA CRUZ;41;2018-06-18 00:00:00.000;;CREDENCIADA;;;;;;;;
800341;ASSOCIAÇÃO COMUNITARIA RENASCER DO JARDIM SAO PEDRO;58624230000101;Rua;FREI ANTÔNIO FAGGIANO;256   ;SALA 01;JARDIM SÃO PEDRO;8420740;MATEUS ALVES FERREIRA;;;;CREDENCIADA;;;;;;;;
800350;ASSOCIAÇÃO JOÃO RODRIGUES DE FREITAS;00103177000113;Rua;SERRA DE SANTA MARTA;323   ;;VILA CARMOSINA;8290420;JORGE RODRIGUES MACHADO;;;;CREDENCIADA;;;;;;;;
800371;ASSOCIAÇÃO EDUCACIONAL PITÁGORAS;09548016000108;Avenida;ERNESTO SOUZA CRUZ;490   ;ESCRITÓRIO;CIDADE ANTÔNIO ESTEVÃO DE CARVALHO;8225380;MARIO SERGIO TANAZIO;;;;CREDENCIADA;;;;;;;;
800388;ASSOCIAÇÃO SOCIAL E EDUCACIONAL ALYMAR;22683855000105;Avenida;MONTEMAGNO;3122  ;;VILA FORMOSA;3371000;ANTONIO EDIME ALVES DE ALMEIDA;;;;CREDENCIADA;;;;;;;;
800393;ASSOCIAÇÃO BENEFICENTE CONSTRUIR E SONHAR;11239625000127;Rua;LINCOLN JUNQUEIRA;686   ;A;JARDIM SÃO PEDRO;8420660;MARIA APARECIDA DA SILVA MARIA;;;;CREDENCIADA;;;;;;;;
800401;ASSOCIAÇÃO BENEFICENTE E CULTURA PASSOS;09404881000180;Rua;GIÁCOMO QUIRINO;76    ;SALA A;CONJUNTO RESIDENCIAL JOSÉ BONIFÁCIO;8255490;GUILHEREME NASCIMENTO DOS SANTOS;;;;CREDENCIADA;;;;;;;;
800425;CENTRO SOCIAL  PLENO AMOR;24805690000114;Rua;COLOMBO;67    ;;ITAQUERA;8210030;MARGARETE SIMONE CORREA JACOB;;;;CREDENCIADA;;;;;;;;
800431;INSTITUTO SOCIAL DALVA RANGEL;16651882000195;Rua;GRAXAIM;185   ;CASA B;CIDADE ANTÔNIO ESTEVÃO DE CARVALHO;8223050;DOROTEA HELENA DE LAURENTIS FRANCISCO;;;;CREDENCIADA;;;;;;;;
800432;NUCLEO DE MAES DO JARDIM ETELVINA;64617467000168;Rua;AMERÍCIO;130   ;;JARDIM NORMA;8240300;ROBERTO MINHANO;;;;CREDENCIADA;;;;;;;;
800434;UNIAO SOCIAL CONCORDIA E SILVA;10739310000186;Rua;CHÃO DE GIZ;9     ;QUADRA R;CONJUNTO HABITACIONAL A E CARVALHO;8225590;WELLINGTON DA SILVA;;;;CREDENCIADA;;;;;;;;
800438;INSTITUTO DIAS & MARTINS;00577417000111;Rua;ÁGUAS DE MARÇO;1     ;;CONJUNTO RESIDENCIAL JOSÉ BONIFÁCIO;8257010;ALBERTO LUCIO DA SILVA;;;;CREDENCIADA;;;;;;;;
800439;CENTRO COMUNITARIO SAL DA TERRA EM JOSE BONIFACIO;15740862000128;Rua;LINCOLN JUNQUEIRA;286   ;;JARDIM SÃO PEDRO;8420660;BRUNA PINOCCI PAIVA;;;;CREDENCIADA;;;;;;;;
800440;ASSOC.FERRAZ ENSINAR E EDUCAR;07658211000165;Rua;ANTÔNIO VELHO TINOCO;382   ;;CIDADE LÍDER;8280120;MARCELO FERRAZ GATO;;;;CREDENCIADA;;;;;;;;
800441;CENTRO DE ESTUDOS E DEFESA DA VALORIZAÇÃO DA ZONA LESTE;00818105000152;Rua;GIÁCOMO QUIRINO;76    ;B;CONJUNTO RESIDENCIAL JOSÉ BONIFÁCIO;8255490;PATRICIA APARECIDA SANCHEZ MENDES;;;;CREDENCIADA;;;;;;;;
800443;INSTITUTO DUAS IRMÃS;25425504000184;Rua;ALTO BELO;154   ;;VILA ANTONIETA;3478040;DOUGLAS FERREIRA DOS SANTOS;;;;CREDENCIADA;;;;;;;;
300000;13 DE MAIO ONG;03168415000167;Rua;GENERAL JERÔNIMO FURTADO;789   ;;JARDIM MODELO;2237000;REINALDO VALEZIN;136;;;CREDENCIADA;;;;;;;;
300165;ASS DE PROMOCAO SOCIAL MAIS UMA ESTRELA QUE NASCE;50955665000127;Rua;CRUZ DE MALTA;1095  ;AP 73A;PARADA INGLESA;2248001;DJALMA FRANCO;141;;;CREDENCIADA;;;;;;;;
300171;ASS DO BEM ESTAR SOCIAL DA ZONA NORTE;96476924000138;Avenida;ZUMKELLER;326   ;;PARQUE MANDAQUI;2420000;MARLENE RIBEIRO SOUZA;132;;;CREDENCIADA;;;;;;;;
300222;ASS METODISTA DE ACAO SOCIAL AMAS TUCURUVI II;55236152000180;Rua;AUSONIA;310   ;SALA 05;VILA MAZZEI;2308050;CARLOS GOUVEA PEDRO;129;;;CREDENCIADA;;;;;;;;
300240;ASS MUTIRAO DO POBRE;62249727000164;Rua;DOS FILHOS DA TERRA;944   ;;JARDIM FILHOS DA TERRA;2325001;JANETE DANTAS DOS SANTOS;152;;;CREDENCIADA;;;;;;;;
300296;CENTRO SOCIAL LAUZANE PAULISTA;46418422000182;Rua;RAMAL DOS MENEZES;136   ;;VILA ROMERO;2469000;IVANY ATHANASIO KUMEDA;133;;;CREDENCIADA;;;;;;;;
300311;CENTRO COMUNITARIO JARDIM AUTODROMO;57184723000105;Rua;NOSSA SENHORA APARECIDA;1     ;;JARDIM FRANCISCO MENDES;2366110;NAIR BORTOLETI;116;2017-09-03 00:00:00.000;;CREDENCIADA;;;;;;;;
300312;CENTRO COMUNITARIO JOAO PAULO I;51195410000176;Avenida;EDU CHAVES;1500  ;;PARQUE EDU CHAVES;2229001;DIVA APARECIDA DA SILVA;135;;;CREDENCIADA;;;;;;;;
300317;CENTRO SOCIAL LEAO XIII;60980364000107;Rua;SANTA MARIA GORETTI;179   ;;VILA MARIA ALTA;2131110;IGNEZ BONIFÁCIO MORRONI;222;;;CREDENCIADA;;;;;;;;
300350;CENTRO DE PROMOCAO SOCIAL CONEGO LUIZ BIASI;46533725000146;Rua;MAQUINISTA TRIGO;117   ;;VILA ISOLINA MAZZEI;2079040;VALDIR NICODEMO MARTINI;127;;;CREDENCIADA;;;;;;;;
300402;COORDENACAO REGIONAL DE OBRAS DE PROMOCAO HUMANA;43473487000132;Rua;PADRE AZEVEDO;125   ;;JARDIM SÃO PAULO(ZONA NORTE);2044120;CARLOTA CARDOSO DA SILVA;220;;;CREDENCIADA;;;;;;;;
300548;PROMOVE ACAO SOCIO-CULTURAL;69127611000100;Avenida;EDU CHAVES;164   ;;PARQUE EDU CHAVES;2229000;RICARDO DE ALMEIDA MELOSO;150;;;CREDENCIADA;;;;;;;;
300844;ASS DE MULHERES TULIPAS;73818429000164;Rua;ÂNGELO PEDROSO;13    ;CASA 05;VILA ABC;8460345;CRISTIANY VALEIRA GARCIA;24;2018-04-22 00:00:00.000;;CREDENCIADA;;;;;;;;
800378;ASSOCIACAO BENEFICENTE AQUARELA;19560100000109;Rua;PROFESSOR ANTÔNIO DA COSTA;121   ;APT 05;PARQUE MANDAQUI;2422180;ALEXANDRE BAGAROLLO;;;;CREDENCIADA;;;;;;;;
300024;ASS BENEFICENTE E PROMOCIONAL BELEM;50709120000130;Rua;DOUTOR CLEMENTINO;215   ;;BELENZINHO;3059030;EDNA RODRIGUES DA SILVA VEIGA;114;2017-10-11 00:00:00.000;;CREDENCIADA;;;;;;;;
300125;ASS BENEFICENTE MELHOR IDADE DO PARQUE - AMIPA;05705920000129;Rua;MIGUEL GARCIA;632   ;;CANGAÍBA;3720170;LUDMILA CÁSSIA MONTEIRO DE FARIA;88;2017-07-16 00:00:00.000;;CREDENCIADA;;;;;;;;
300130;ASS BENEFICENTE MUNDO ENCANTADO;08827445000151;Rua;DOUTOR PIRAGIBE;381   ;;PARQUE PENHA;3738040;JOSE ANTONIO ZANFORLIN;81;2017-08-28 00:00:00.000;;CREDENCIADA;;;;;;;;
300181;INSTITUTO AMA SAO PAULO - AMASP;09068229000132;Rua;BURITI ALEGRE;311   ;;VILA RÉ;3657000;LEANDRO DE LUCAS;89;2017-07-30 00:00:00.000;;CREDENCIADA;;;;;;;;
300275;CENTRO SOCIAL DA PAROQUIA DE SANTA LUZIA;53834560000108;Rua;DA PADROEIRA;83    ;;JARDIM NORDESTE;3691130;MAURICIO TADEU MIRANDA;92;2017-08-12 00:00:00.000;;CREDENCIADA;;;;;;;;
300299;CENTRO DE ASS E PROMOCAO SOCIAL NOSSO LAR;67139907000107;Rua;JALISCO;12    ;;VILA REGENTE FEIJÓ;3343030;CRISTIANE FERNANDES SAES;73;2017-07-15 00:00:00.000;;CREDENCIADA;;;;;;;;
