Nº Protocolo;Código DRE;DRE;Processo SIMPROC;Código Instituição;Instituição;CNPJ;Código Escola;Unidade Conveniada;Vagas Contratadas;Vagas Berçário Contratadas;Total Mensal;Despesa de Instalação;IPTU;Data Início;Data Término;Situação Convênio;Data Lavratura do Termo;Data Lavratura do Aditamento;Data de Atualização;Data Solicitação Convênio
1464;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2014-0.255.903-4;300058;ASS BENEFICENTE DE MAES ORDEM E PROGRESSO;03.147.422/0001-82;306.664;CR.P.CONV - ANGLICANA LINA RODRIGUES;120;32;73.451,66;8.000,00;;01/04/2017;30/09/2019;Aprovado;01/10/2014;31/03/2017;16/09/2017 08:55;17/12/2014
377;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2012-0.308.581-4;300418;INSTITUTO ANGLICANO;05.401.345/0001-70;306.664;CR.P.CONV - ANGLICANA LINA RODRIGUES;120;32;66.630,40;;;03/03/2013;02/09/2015;Encerrado;01/03/2013;31/01/2014;28/08/2015 14:03;30/05/2014
2282;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2015-0.267.445-5;300455;INSTITUTO BEVENUTTO;07.728.908/0001-65;308.473;CR.P.CONV - ANIVALDO FERREIRA PADILHA;97;48;66.573,91;6.578,00;;13/11/2015;12/05/2018;Aprovado;13/11/2015;13/11/2015;29/08/2017 11:49;09/10/2015
1322017;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2017-0.135.478-7;301047;ASS ESCOLA LIVRE DE ACAO E CIDADANIA ELAC;08.258.200/0001-50;306.928;CR.P.CONV - ANJO AZUL;157;71;97.541,54;3.500,00;;20/09/2017;19/09/2022;Em Análise;;;11/09/2017 15:46;11/09/2017
1718;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2015-0.037.857-3;301047;ASS ESCOLA LIVRE DE ACAO E CIDADANIA ELAC;08.258.200/0001-50;306.928;CR.P.CONV - ANJO AZUL;157;71;97.541,54;3.500,00;;20/03/2015;19/09/2017;Encerrado;20/03/2015;;11/09/2017 15:02;05/03/2015
552017;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2017-0.098.941-0;300164;ASS DE MORADORES DE VILA CARBONE;57.059.883/0001-22;307.819;CR.P.CONV - AQUARELA DO BRASIL;72;9;45.932,16;2.769,51;;10/08/2017;09/08/2022;Aprovado;10/08/2017;;31/08/2017 10:33;26/07/2017
442;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2012-0.182.267-6;300164;ASS DE MORADORES DE VILA CARBONE;57.059.883/0001-22;307.819;CR.P.CONV - AQUARELA DO BRASIL;72;9;45.932,16;2.769,51;;10/02/2015;09/08/2017;Encerrado;10/08/2012;26/12/2014;26/07/2017 20:13;03/06/2014
2406;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2015-0.267.366-1;300752;ASS DOS MORADORES E PROPRIETARIOS DE VILA BRASILANDIA;52.635.125/0001-91;307.536;CR.P.CONV - ARCA DA ALIANCA;83;30;55.986,56;2.747,42;;17/11/2015;16/05/2018;Aprovado;17/11/2015;17/11/2015;15/09/2017 17:06;05/11/2015
497;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2011-0.040.503-4;300752;ASS DOS MORADORES E PROPRIETARIOS DE VILA BRASILANDIA;52.635.125/0001-91;307.536;CR.P.CONV - ARCA DA ALIANCA;83;30;50.787,16;1.500,00;;11/11/2013;10/05/2016;Encerrado;11/05/2011;08/11/2013;01/12/2015 15:35;04/06/2014
2728;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2016-0.146.655-9;800221;SOCIEDADE AMIGOS PENHA BRASIL;69.130.250/0001-42;308.691;CR.P.CONV - ARLETE ANIZETE DE OLIVEIRA LIMA;117;41;74.078,75;5.000,00;;16/08/2016;15/02/2019;Aprovado;16/08/2016;16/08/2016;14/07/2017 08:50;01/07/2016
2025;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2015-0.147.388-0;300164;ASS DE MORADORES DE VILA CARBONE;57.059.883/0001-22;307.350;CR.P.CONV - ARY BARROSO;100;61;70.797,38;2.806,93;;21/07/2015;20/01/2018;Aprovado;21/07/2015;;01/08/2017 10:39;30/07/2015
315;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2010-0.040.234-3;300164;ASS DE MORADORES DE VILA CARBONE;57.059.883/0001-22;307.350;CR.P.CONV - ARY BARROSO;100;61;64.222,40;2.554,97;;13/02/2013;12/08/2015;Encerrado;13/08/2010;08/02/2013;30/07/2015 08:52;29/05/2014
1755;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2014-0.302.845-8;300455;INSTITUTO BEVENUTTO;07.728.908/0001-65;307.214;CR.P.CONV - ASAS DA VIDA;113;39;71.828,15;4.500,00;;29/04/2017;28/10/2019;Aprovado;28/10/2014;28/04/2017;29/08/2017 11:51;26/03/2015
322;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2009-0.062.085-0;300455;INSTITUTO BEVENUTTO;07.728.908/0001-65;307.214;CR.P.CONV - ASAS DA VIDA;113;41;61.542,00;2.302,53;;04/09/2012;03/03/2015;Encerrado;04/03/2010;30/08/2012;16/12/2014 13:16;29/05/2014
2517;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2015-0.303.115-9;301102;ASS COMUNITARIA ATITUDE;00.000.144/0001-48;308.050;CR.P.CONV - ATITUDE DE CRIANCA;101;16;61.328,19;6.000,00;;17/11/2015;16/05/2018;Aprovado;17/11/2015;04/01/2016;28/07/2017 10:26;15/12/2015
2436;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2015-0.303.115-9;301102;ASS COMUNITARIA ATITUDE;00.000.144/0001-48;308.498;CR.P.CONV - ATITUDE DE CRIANCA;102;32;59.243,20;6.000,00;;17/11/2015;16/05/2018;Encerrado;17/11/2015;;15/12/2015 08:29;13/11/2015
324;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2012-0.308.437-0;300479;GRUPO ESPIRITA BATUIRA;61.989.000/0001-50;306.284;CR.P.CONV - BATUIRA;110;;61.872,20;;;01/07/2015;30/12/2017;Aprovado;28/12/2012;30/06/2015;07/06/2017 13:13;29/05/2014
362;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2013-0.105.902-8;300266;INSTITUTO CAESVI;01.702.013/0001-75;306.928;CR.P.CONV - BELEM;157;71;88.483,00;3.500,00;;05/07/2013;04/01/2016;Encerrado;05/07/2013;31/03/2014;24/08/2015 11:05;30/05/2014
1438;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2014-0.205.562-1;300244;ASS EDUCACIONAL E DE ASSIST SOCIAL ESTACÃO SOLIDARIA;07.923.116/0001-41;306.882;CR.P.CONV - BEM ME QUER;100;45;67.269,70;3.105,00;;09/03/2017;08/09/2019;Aprovado;09/09/2014;09/03/2017;11/05/2017 15:35;16/12/2014
381;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2008-0.301.553-0;300244;ASS EDUCACIONAL E DE ASSIST SOCIAL ESTACÃO SOLIDARIA;07.923.116/0001-41;306.882;CR.P.CONV - BEM ME QUER;100;45;57.185,00;2.723,00;;09/03/2012;08/09/2014;Encerrado;09/09/2009;08/03/2012;16/12/2014 10:44;30/05/2014
366;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2013-0.317.441-0;300455;INSTITUTO BEVENUTTO;07.728.908/0001-65;308.046;CR.P.CONV - BENIGNA CARDOSO;108;48;71.550,42;7.475,00;;04/08/2016;04/02/2019;Aprovado;04/02/2014;04/02/2014;29/08/2017 11:54;30/05/2014
234;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2013-0.317.441-0;300455;INSTITUTO BEVENUTTO;07.728.908/0001-65;308.046;CR.P.CONV - BENIGNA CARDOSO;117;41;69.886,37;6.600,00;;04/02/2014;03/08/2016;Encerrado;04/02/2014;04/02/2014;28/08/2015 15:02;07/04/2014
1470;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2014-0.300.131-2;800019;INSTITUTO DE EDUCAÇÃO CONSOLATA;14.334.375/0001-00;308.187;CR.P.CONV - BERNARDO GORA, PE;148;64;92.230,06;;;12/05/2017;11/11/2019;Aprovado;12/11/2014;12/05/2017;15/09/2017 07:51;17/12/2014
1468;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2014-0.246.984-1;301096;ASS GUIADOS PELA FE;01.346.003/0001-44;307.760;CR.P.CONV - BETEL;70;30;49.576,00;4.000,00;;29/03/2017;28/09/2019;Aprovado;29/09/2014;29/03/2017;13/04/2017 11:11;17/12/2014
391;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2012-0.028.567-7;300752;ASS DOS MORADORES E PROPRIETARIOS DE VILA BRASILANDIA;52.635.125/0001-91;307.760;CR.P.CONV - BETEL;70;30;42.190,00;3.250,00;;28/03/2012;27/09/2014;Encerrado;28/03/2012;;16/12/2014 11:24;30/05/2014
491;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2012-0.308.408-7;300580;SOCIEDADE BENEFICENTE CAMINHANDO PARA O FUTURO;47.389.788/0001-33;306.285;CR.P.CONV - BRINCANDO TAMBEM SE APRENDE;84;16;53.392,96;5.692,02;;01/07/2015;31/12/2017;Aprovado;28/12/2012;24/06/2015;24/08/2017 18:59;04/06/2014
2015;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2015-0.173.384-9;800054;IGREJA EVANGÉLICA NOVA CANAÃ;64.161.235/0001-48;306.795;CR.P.CONV - CANAA;100;25;57.022,40;5.400,00;;21/07/2015;20/01/2018;Encerrado;21/07/2015;;19/09/2016 16:22;29/07/2015
1413;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2014-0.282.988-0;300487;IGREJA EVANGELICA RHEMA;07.324.695/0001-06;306.795;CR.P.CONV - CANAA;100;25;62.860,10;5.400,00;;21/10/2014;20/04/2017;Encerrado;21/10/2014;;28/07/2015 19:01;15/12/2014
338;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2009-0.229.724-0;300487;IGREJA EVANGELICA RHEMA;07.324.695/0001-06;306.795;CR.P.CONV - CANAA;100;25;53.685,00;3.970,00;;21/04/2012;20/10/2014;Encerrado;21/10/2009;20/04/2012;16/12/2014 08:04;29/05/2014
2016;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2015-0.173.389-0;800054;IGREJA EVANGÉLICA NOVA CANAÃ;64.161.235/0001-48;307.169;CR.P.CONV - CANAA II;87;42;54.976,44;5.000,00;;21/07/2015;20/01/2018;Encerrado;21/07/2015;;17/08/2016 12:00;29/07/2015
334;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2009-0.132.694-8;300487;IGREJA EVANGELICA RHEMA;07.324.695/0001-06;307.169;CR.P.CONV - CANAA II;87;42;60.604,80;4.599,79;;29/10/2014;28/04/2017;Encerrado;05/11/2009;29/10/2014;28/07/2015 19:07;29/05/2014
562;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2014-0.091.534-8;300378;CLUBE DE MAES DO JARDIM VISTA ALEGRE;58.730.359/0001-02;306.764;CR.P.CONV - CANTINHO DA SERRA;110;58;74.660,04;;;08/11/2016;07/05/2019;Aprovado;08/05/2014;09/11/2016;18/09/2017 06:57;27/06/2014
314;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2014-0.091.534-8;300378;CLUBE DE MAES DO JARDIM VISTA ALEGRE;58.730.359/0001-02;306.764;CR.P.CONV - CANTINHO DA SERRA;110;58;70.434,70;;;08/05/2014;07/11/2016;Encerrado;08/05/2014;;28/08/2015 15:33;29/05/2014
1934;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2012-0.308.346-3;300378;CLUBE DE MAES DO JARDIM VISTA ALEGRE;58.730.359/0001-02;306.885;CR.P.CONV - CANTINHO DA SERRA II;121;41;75.854,66;5.723,65;;20/06/2015;19/12/2017;Aprovado;12/12/2012;12/12/2012;18/09/2017 07:03;19/05/2015
317;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2012-0.308.346-3;300378;CLUBE DE MAES DO JARDIM VISTA ALEGRE;58.730.359/0001-02;306.885;CR.P.CONV - CANTINHO DA SERRA II;113;59;64.692,00;4.055,00;;20/12/2012;19/06/2015;Encerrado;12/12/2012;12/12/2012;19/05/2015 19:43;29/05/2014
320;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2013-0.063.444-4;300378;CLUBE DE MAES DO JARDIM VISTA ALEGRE;58.730.359/0001-02;306.930;CR.P.CONV - CANTINHO DA SERRA III;91;32;60.331,77;5.042,58;;20/11/2015;19/05/2018;Aprovado;20/05/2013;20/05/2013;18/09/2017 07:06;29/05/2014
325;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2012-0.193.712-0;300820;OASB - ORGANIZACAO DE AMPARO SOCIAL BENEFICENTE;00.904.678/0001-07;307.832;CR.P.CONV - CANTINHO DA VIRAJUBA;96;38;63.916,70;4.000,00;;01/03/2015;31/08/2017;Encerrado;29/08/2012;26/12/2014;24/05/2016 19:01;29/05/2014
326;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2009-0.266.230-5;300058;ASS BENEFICENTE DE MAES ORDEM E PROGRESSO;03.147.422/0001-82;306.812;CR.P.CONV - CANTINHO DO PROGRESSO II;100;41;66.387,78;6.000,00;;19/04/2017;18/10/2019;Aprovado;20/10/2009;19/04/2017;16/09/2017 09:03;29/05/2014
2084;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2013-0.105.906-0;300058;ASS BENEFICENTE DE MAES ORDEM E PROGRESSO;03.147.422/0001-82;306.622;CR.P.CONV - CANTINHO DO PROGRESSO, C.E.I.;118;44;68.209,60;6.000,00;;24/07/2015;23/01/2018;Encerrado;24/07/2015;;16/10/2015 19:00;05/08/2015
321;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2013-0.105.906-0;300058;ASS BENEFICENTE DE MAES ORDEM E PROGRESSO;03.147.422/0001-82;306.622;CR.P.CONV - CANTINHO DO PROGRESSO, C.E.I.;118;44;75.192,60;6.000,00;;19/12/2015;18/06/2018;Aprovado;19/06/2013;24/07/2015;16/09/2017 09:07;29/05/2014
1411;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2014-0.222.911-5;300172;ASSOCIAÇÃO VALE VERDE;02.622.112/0001-00;306.791;CR.P.CONV - CANTINHO VALE VERDE;156;52;92.933,74;4.508,69;;02/04/2017;01/10/2019;Aprovado;02/10/2014;31/03/2017;29/08/2017 11:40;15/12/2014
351;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2008-0.337.175-2;300172;ASSOCIAÇÃO VALE VERDE;02.622.112/0001-00;306.791;CR.P.CONV - CANTINHO VALE VERDE;156;52;79.150,00;3.996,32;;02/04/2012;01/10/2014;Encerrado;02/10/2009;02/04/2012;16/12/2014 08:06;30/05/2014
1272;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2014-0.283.028-5;300759;ASSOCIAÇÃO UNIÃO DE MORADORES DO JARDIM VISTA ALEGRE;59.586.347/0001-00;307.771;CR.P.CONV - CARLOS RAMIRO DE CASTRO, PROF;72;25;49.459,84;3.760,56;;19/05/2017;18/11/2019;Aprovado;01/12/2014;19/05/2017;14/07/2017 16:26;28/11/2014
371;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2011-0.356.281-5;300423;CRECHE JESUS MARIA E JOSE;59.584.466/0001-24;307.771;CR.P.CONV - CARLOS RAMIRO DE CASTRO, PROF;60;21;36.375,00;3.500,00;;10/04/2012;09/10/2014;Encerrado;10/04/2012;;17/12/2014 09:09;30/05/2014
235;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2013-0.307.141-6;300337;ASS CLUBE DE MAES DA CASA VERDE ALTA E ADJACENCIAS;00.000.014/0001-05;308.050;CR.P.CONV - CARROSSEL ENCANTADO;102;32;61.612,22;6.000,00;;05/02/2014;04/08/2016;Encerrado;05/02/2014;;07/12/2015 16:52;07/04/2014
330;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2012-0.308.500-8;300431;NUCLEO COMUNITARIO DE VILA TEREZINHA;53.054.078/0001-55;306.286;CR.P.CONV - CASA DA CRIANCA ST TEREZINHA;159;45;92.646,42;;;01/07/2015;31/12/2017;Aprovado;28/12/2012;26/06/2015;16/09/2017 12:58;29/05/2014
2072;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2015-0.172.640-0;300682;ASS PELO DESENVOLVIMENTO EDUCACIONAL E PROFISSIONAL ADEP;04.482.597/0001-09;308.367;CR.P.CONV - CECILIA MEIRELES;146;48;87.865,02;14.500,00;;24/07/2015;23/01/2018;Aprovado;24/07/2015;04/11/2016;24/02/2017 08:45;05/08/2015
1446;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2014-0.169.833-2;300716;CLUBE DE MAES ROSAS DO JD SANTA CRUZ;58.794.637/0001-87;307.137;CR.P.CONV - CIRANDINHA DAS ROSAS;84;48;60.448,32;5.174,00;;26/02/2017;25/08/2019;Aprovado;26/08/2014;26/08/2014;15/09/2017 16:38;16/12/2014
1444;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2009-0.012.181-1;300716;CLUBE DE MAES ROSAS DO JD SANTA CRUZ;58.794.637/0001-87;307.137;CR.P.CONV - CIRANDINHA DAS ROSAS;84;48;51.276,00;2.800,00;;26/02/2012;25/08/2014;Encerrado;26/08/2009;26/02/2012;16/12/2014 11:12;16/12/2014
308;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2014-0.005.716-3;300530;OBRAS SOCIAIS DO JARDIM RECANTO;47.383.070/0001-30;308.067;CR.P.CONV - CLAUDIO TRUDELLE, PE;80;32;54.948,16;2.500,00;;17/09/2016;16/03/2019;Aprovado;17/03/2014;17/03/2014;16/09/2017 11:58;29/05/2014
2500;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2013-0.063.410-0;300337;ASS CLUBE DE MAES DA CASA VERDE ALTA E ADJACENCIAS;00.000.014/0001-05;306.911;CR.P.CONV - CLUBE DE MAES DA CASA VERDE ALTA;63;8;37.440,76;3.794,00;;14/10/2015;13/04/2018;Encerrado;12/04/2013;24/07/2015;07/12/2015 16:54;05/12/2015
242;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2013-0.063.410-0;300337;ASS CLUBE DE MAES DA CASA VERDE ALTA E ADJACENCIAS;00.000.014/0001-05;306.911;CR.P.CONV - CLUBE DE MAES DA CASA VERDE ALTA;63;7;37.240,76;3.794,00;;14/10/2015;13/04/2018;Encerrado;12/04/2013;24/07/2015;16/11/2015 13:12;08/04/2014
3773;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2016-0.185.479-6;800248;ASSOCIACAO BRASILEIRA DE CAPACITACAO E CIDADANIA;11.297.715/0001-74;308.698;CR.P.CONV - COMO NOSSOS PAIS;131;54;82.907,70;5.880,00;;19/09/2016;18/03/2019;Aprovado;19/09/2016;19/09/2016;27/06/2017 15:23;23/08/2016
335;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2012-0.308.497-4;300315;CENTRO COMUNITARIO NOSSA SENHORA APARECIDA CCNSA;49.077.829/0001-81;306.288;CR.P.CONV - CONSOLATA;184;;93.191,82;;;01/07/2015;31/12/2017;Aprovado;28/12/2012;01/02/2016;16/09/2017 11:38;29/05/2014
466;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2012-0.308.405-2;300432;NUCLEO CORACAO MATERNO;69.129.880/0001-05;306.158;CR.P.CONV - CORACAO MATERNO;200;36;107.827,98;;;12/10/2015;11/04/2018;Aprovado;18/12/2012;18/12/2012;12/09/2017 12:41;03/06/2014
2069;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2015-0.184.419-5;800065;ASSOCIAÇÃO DOS MORADORES E CENTRO INFANTIL SEMEANDO O SABER;00.057.203/0001-14;306.665;CR.P.CONV - CORUJINHA;110;14;64.958,92;3.969,00;;22/07/2015;21/01/2018;Aprovado;22/07/2015;09/12/2016;24/08/2017 17:52;05/08/2015
402;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2012-0.308.559-8;300422;CRECHE IMACULADA CORACAO DE MARIA DO JARDIM PRINCESA;54.284.823/0001-15;306.293;CR.P.CONV - CRECHE TIA LOURDES;100;;57.348,10;;;01/07/2015;31/12/2017;Aprovado;27/12/2012;27/12/2012;16/09/2017 08:34;02/06/2014
2589;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2016-0.041.200-5;300804;ASS BENEFICENTE PAZ E UNIAO DA CASA VERDE;73.001.356/0001-13;307.973;CR.P.CONV - CRESCENDO PARA O FUTURO;153;55;92.339,14;9.000,00;;02/03/2016;01/09/2018;Aprovado;02/03/2016;;12/01/2017 10:25;23/02/2016
464;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2013-0.196.459-6;300804;ASS BENEFICENTE PAZ E UNIAO DA CASA VERDE;73.001.356/0001-13;307.973;CR.P.CONV - CRESCENDO PARA O FUTURO;118;32;65.809,60;8.000,00;;31/07/2013;30/01/2016;Encerrado;31/07/2013;;23/02/2016 18:46;03/06/2014
20170066;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2017-0.072.113-1;300258;ASS FEMININA DAS SERVIDORAS PUBLICAS DO BRASIL AFEMI;46.520.714/0001-21;306.842;CR.P.CONV - CRIA;67;;41.482,24;;;02/05/2017;01/11/2019;Aprovado;03/05/2017;03/05/2017;28/07/2017 10:22;03/05/2017
1391;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2014-0.302.852-0;300258;ASS FEMININA DAS SERVIDORAS PUBLICAS DO BRASIL AFEMI;46.520.714/0001-21;306.842;CR.P.CONV - CRIA;67;;41.482,24;;;29/10/2014;28/04/2017;Encerrado;29/10/2014;29/10/2014;03/05/2017 17:43;12/12/2014
463;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2009-0.324.632-1;300258;ASS FEMININA DAS SERVIDORAS PUBLICAS DO BRASIL AFEMI;46.520.714/0001-21;306.842;CR.P.CONV - CRIA;67;;35.668,00;;;03/08/2012;02/02/2015;Encerrado;03/02/2010;30/07/2012;12/12/2014 14:44;03/06/2014
2437;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2015-0.304.096-4;300107;ASSOCIAÇÃO COMUNITARIA UM NOVO AMANHECER;06.035.233/0001-06;306.911;CR.P.CONV - CRIANCA FELIZ;63;8;41.273,60;3.794,00;;17/11/2015;16/05/2018;Aprovado;17/11/2015;17/11/2015;10/01/2017 15:51;13/11/2015
332017;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2017-0.098.923-1;300694;CENTRO DE TREINAMENTO DAS VIDAS - CT VIDAS;07.318.742/0001-09;307.814;CR.P.CONV - CT VIDA KIDS I;178;80;108.318,14;8.471,50;;11/07/2017;10/07/2022;Aprovado;11/07/2017;;11/07/2017 19:05;29/06/2017
1904;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2012-0.048.761-0;300694;CENTRO DE TREINAMENTO DAS VIDAS - CT VIDAS;07.318.742/0001-09;307.814;CR.P.CONV - CT VIDA KIDS I;178;80;108.318,14;8.471,50;;11/01/2015;10/07/2017;Encerrado;11/07/2012;11/07/2012;29/06/2017 15:01;04/05/2015
340;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2012-0.048.761-0;300694;CENTRO DE TREINAMENTO DAS VIDAS - CT VIDAS;07.318.742/0001-09;307.814;CR.P.CONV - CT VIDA KIDS I;147;71;93.354,74;7.500,00;;11/01/2015;10/07/2017;Encerrado;11/07/2012;26/12/2014;04/05/2015 12:21;29/05/2014
343;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2012-0.282.491-5;300602;UNIAO DOS MORADORES DA VILA PALMEIRAS E ADJACENCIAS;01.922.666/0001-60;307.892;CR.P.CONV - CURUMIM;121;45;76.736,58;6.335,02;;29/05/2015;28/11/2017;Aprovado;29/11/2012;26/12/2014;16/09/2017 12:45;29/05/2014
2484;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2015-0.267.382-3;300893;SOCIEDADE BENEMERENTE DO JARDIM DOS FRANCOS;02.036.115/0001-61;308.002;CR.P.CONV - DONA NANINHA;130;44;80.284,22;5.609,81;;17/11/2015;16/05/2018;Aprovado;17/11/2015;17/11/2015;29/08/2017 11:37;25/11/2015
323;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2013-0.154.010-9;300893;SOCIEDADE BENEMERENTE DO JARDIM DOS FRANCOS;02.036.115/0001-61;308.002;CR.P.CONV - DONA NANINHA;130;44;72.828,40;5.177,07;;10/10/2013;09/04/2016;Encerrado;10/10/2013;11/02/2015;25/11/2015 13:28;29/05/2014
4838;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2016-0.242.057-9;300763;ASS BENEFICENTE E DE MUTIRANTES FABIO CANDIDO;00.851.146/0001-40;307.681;CR.P.CONV - DOZE DE OUTUBRO;102;52;0;7.430,13;;28/11/2016;27/05/2019;Reprovado;;;28/11/2016 11:00;28/11/2016
4835;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2016-0.242.057-9;300763;ASS BENEFICENTE E DE MUTIRANTES FABIO CANDIDO;00.851.146/0001-40;307.681;CR.P.CONV - DOZE DE OUTUBRO;97;48;66.573,91;7.430,13;;28/11/2016;27/05/2019;Aprovado;28/11/2016;28/11/2016;03/04/2017 19:09;24/11/2016
472;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2011-0.281.525-6;300763;ASS BENEFICENTE E DE MUTIRANTES FABIO CANDIDO;00.851.146/0001-40;307.681;CR.P.CONV - DOZE DE OUTUBRO;102;52;65.772,22;7.663,68;;28/05/2014;27/11/2016;Encerrado;28/05/2014;01/01/2016;28/11/2016 11:10;03/06/2014
