Nº Protocolo;Código DRE;DRE;Processo SIMPROC;Código Instituição;Instituição;Código Escola;Unidade Conveniada;Vagas Contratadas;Vagas Berçário Contratadas;Total Mensal;Despesa de Instalação;IPTU;Data Início;Data Término;Situação Convênio;Data Lavratura do Termo;Data Lavratura do Aditamento
1436;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2014-0.169.830-8;300.554;SOCIEDADE ESPIRITA TEREZINHA DE JESUS;306.799;CR.P.CONV - ESPIRITA TEREZINHA DE JESUS;78;18;47.995,98;;;01/09/2014;28/02/2017;Aprovado;29/08/2014;
469;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2012-0.308.418-4;300.300;CENTRO DE ASSISTENCIA SOCIAL DE VILA DIONISIA;306.721;CR.P.CONV - EXPEDITO, SANTO;180;46;95.906,20;;;01/07/2015;30/12/2017;Aprovado;26/12/2012;25/06/2015
2020;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2015-0.147.383-9;300.244;ASS EDUCACIONAL E DE ASSIST SOCIAL ESTACÃO SOLIDARIA;307.362;CR.P.CONV - FAZENDINHA;100;27;59.718,60;4.000,00;;21/07/2015;31/12/2017;Aprovado;20/07/2015;21/03/2016
336;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2013-0.105.904-4;300.394;FORCA HUMANITARIA NOSSO LAR;306.633;CR.P.CONV - FORHUM LAR;84;;47.043,24;;;21/12/2015;20/06/2018;Aprovado;20/06/2013;24/07/2015
408;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2012-0.308.403-6;300.640;CENTRO DE ASSISTENCIA SOCIAL DO JARDIM PERI;306.292;CR.P.CONV - FRANCISCO ARCURI CRECHE;60;;35.878,20;;;01/07/2015;31/12/2017;Aprovado;28/12/2012;30/06/2015
2708;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2016-0.131.540-2;800.214;INSTITUTO MIRACEMA;308.679;CR.P.CONV - FUTURO DO AMANHA;92;46;60.256,12;5.000,00;;08/07/2016;07/01/2019;Aprovado;08/07/2016;
386;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2012-0.308.420-6;300.422;CRECHE IMACULADA CORACAO DE MARIA DO JARDIM PRINCESA;400.465;CR.P.CONV - GENTE INOCENTE;107;16;60.418,27;4.000,00;;01/07/2015;31/12/2017;Aprovado;27/12/2012;27/12/2012
438;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2013-0.063.459-2;300.580;SOCIEDADE BENEFICENTE CAMINHANDO PARA O FUTURO;306.522;CR.P.CONV - GIRASSOL;60;;35.878,20;2.888,06;;02/12/2015;01/06/2018;Aprovado;29/05/2013;24/07/2015
406;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2008-0.337.121-3;300.634;ASS DOS ESTUDANTES DO CONJ PAULISTANO;307.147;CR.P.CONV - HAYDEE BARRETO FERRARA;74;32;49.047,14;2.500,00;;11/09/2014;10/03/2017;Aprovado;11/09/2009;11/09/2014
2585;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2016-0.033.011-4;300.530;OBRAS SOCIAIS DO JARDIM RECANTO;308.370;CR.P.CONV - IRMA LOUIS MARIE;70;70;55.090,30;7.000,00;;01/03/2016;31/08/2018;Aprovado;01/03/2016;
417;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2008-0.337.109-4;300.634;ASS DOS ESTUDANTES DO CONJ PAULISTANO;307.125;CR.P.CONV - ISAURA RIBEIRO MARTINS;60;28;41.702,20;1.805,00;;05/09/2014;04/03/2017;Aprovado;31/07/2009;31/07/2009
1457;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2014-0.294.430-2;300.244;ASS EDUCACIONAL E DE ASSIST SOCIAL ESTACÃO SOLIDARIA;306.884;CR.P.CONV - ITABERABA;106;50;67.063,46;4.642,37;;29/10/2014;28/04/2017;Aprovado;29/10/2014;04/01/2016
2537;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2015-0.297.980-9;300.759;ASSOCIAÇÃO UNIÃO DE MORADORES DO JARDIM VISTA ALEGRE;308.567;CR.P.CONV - IVANI CATARINA ARANTES FAZENDA, PROFA;161;57;90.689,39;18.000,00;;16/12/2015;15/06/2018;Aprovado;16/12/2015;
2398;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2015-0.267.388-2;300.060;ASS A FAMILIA UNIAO FAZ A FORCA;307.560;CR.P.CONV - JARDIM DOS SONHOS I;162;64;92.540,38;11.000,00;;17/11/2015;16/05/2018;Aprovado;17/11/2015;17/11/2015
2017;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2015-0.159.040-1;300.060;ASS A FAMILIA UNIAO FAZ A FORCA;307.351;CR.P.CONV - JARDIM DOS SONHOS II;146;64;86.220,54;9.000,00;;21/07/2015;20/01/2018;Aprovado;21/07/2015;
374;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2012-0.308.507-5;300.431;NUCLEO COMUNITARIO DE VILA TEREZINHA;306.290;CR.P.CONV - JARDIM PAULISTANO;137;36;76.841,63;;;01/07/2015;31/12/2017;Aprovado;26/12/2012;21/06/2015
383;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2012-0.308.534-2;300.640;CENTRO DE ASSISTENCIA SOCIAL DO JARDIM PERI;306.291;CR.P.CONV - JARDIM PERI;100;18;57.846,60;;;01/07/2015;31/12/2017;Aprovado;28/12/2012;30/06/2015
478;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2012-0.308.591-1;300.200;ASSOCIACAO SAO GABRIEL;307.899;CR.P.CONV - JULIA NORBERTO;155;53;87.487,45;9.000,00;;28/08/2015;27/02/2018;Aprovado;28/02/2013;17/11/2015
2375;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2015-0.267.394-7;300.642;CENTRO COMUNITARIO DE VILA PENTEADO;307.011;CR.P.CONV - LAR ENCANTADO;91;34;57.333,31;4.000,00;;17/11/2015;16/05/2018;Aprovado;17/11/2015;17/11/2015
2033;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2012-0.279.936-8;300.487;IGREJA EVANGELICA RHEMA;307.893;CR.P.CONV - LIRIOS DO CAMPO;157;52;88.069,43;9.000,00;;01/07/2015;31/12/2017;Aprovado;28/12/2012;28/12/2012
358;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2012-0.308.424-9;300.313;CENTRO COMUNITARIO MARANATA DE SAO PAULO;306.296;CR.P.CONV - MARANATA;93;;51.114,93;;;01/07/2015;31/12/2017;Aprovado;26/12/2012;30/06/2015
372;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2012-0.308.547-4;300.243;ASSOCIAÇÃO EDUCATIVA MARIA TERESA;306.297;CR.P.CONV - MARIA DULCE;135;35;75.843,65;;;01/07/2015;31/12/2017;Aprovado;21/12/2012;25/06/2015
2511;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2012-0.097.674-2;300.750;ASSOCIAÇÃO NOSSA SENHORA DE LURDES;307.802;CR.P.CONV - MARIA HENRIQUE DE LIMA;138;41;78.276,62;5.000,00;;20/12/2014;19/06/2017;Aprovado;20/06/2012;20/06/2012
4804;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2016-0.203.884-4;300.378;CLUBE DE MAES DO JARDIM VISTA ALEGRE;307.684;CR.P.CONV - MARQUES DOS FRANCOS;103;23;60.167,03;3.787,10;;28/11/2016;26/05/2019;Em Análise;;
1556;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2014-0.192.167-8;300.455;INSTITUTO BEVENUTTO;308.119;CR.P.CONV - MAURA DUARTE NUVENS;141;61;83.621,59;14.000,00;;08/08/2014;07/02/2017;Aprovado;08/08/2014;26/12/2014
2019;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2012-0.308.414-1;300.205;ASSOCIAÇÃO MENINO DEUS;306.606;CR.P.CONV - MENINO DEUS;120;36;70.126,80;;;01/07/2015;29/12/2017;Aprovado;30/06/2015;
365;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2012-0.308.430-3;300.488;INSTITUICAO ASSISTENCIAL ESPIRITA CRISTA MEU CANTINHO;306.299;CR.P.CONV - MEU CANTINHO;120;23;67.422,80;;;01/07/2015;31/12/2017;Aprovado;28/12/2012;30/06/2015
2391;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2015-0.290.950-9;300.750;ASSOCIAÇÃO NOSSA SENHORA DE LURDES;308.558;CR.P.CONV - MIGUEL ARCANJO;185;87;106.409,15;5.000,00;;17/11/2015;16/05/2018;Aprovado;17/11/2015;
2483;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2015-0.267.436-6;300.694;CENTRO DE TREINAMENTO DA VIDA - CT VIDA;306.992;CR.P.CONV - MORRO GRANDE CT VIDA;216;72;115.533,84;12.438,51;;17/11/2015;16/05/2018;Aprovado;17/11/2015;17/11/2015
421;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2012-0.193.708-2;300.642;CENTRO COMUNITARIO DE VILA PENTEADO;307.872;CR.P.CONV - MUNDO ENCANTADO;113;39;67.763,13;4.323,72;;16/04/2015;15/10/2017;Aprovado;16/10/2012;16/04/2015
4803;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2016-0.228.606-6;300.602;UNIAO DOS MORADORES DA VILA PALMEIRAS E ADJACENCIAS;307.672;CR.P.CONV - MUNDO MAGICO, CEI;90;32;56.490,50;7.923,41;;10/11/2016;09/05/2019;Em Análise;;
2385;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2015-0.267.400-5;300.242;ASS NANY APPLE EM BENEFICIO DO OBESO E DO CARENTE;400.591;CR.P.CONV - NANY APPLE;108;9;59.389,08;2.908,00;;17/11/2015;16/05/2018;Aprovado;17/11/2015;17/11/2015
2221;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2012-0.258.699-2;300.164;ASS DE MORADORES DE VILA CARBONE;307.881;CR.P.CONV - NELSON BREVE;73;25;47.125,93;3.292,96;;29/05/2015;28/11/2017;Aprovado;29/11/2012;26/05/2015
2070;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2015-0.168.846-0;300.243;ASSOCIAÇÃO EDUCATIVA MARIA TERESA;308.334;CR.P.CONV - NOSSA SENHORA DA PAZ;132;49;77.570,68;9.777,60;;24/07/2015;23/01/2018;Aprovado;24/07/2015;
341;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2012-0.308.527-0;300.526;OBRAS SOCIAIS DE VISTA ALEGRE;306.300;CR.P.CONV - NOSSA SENHORA DAS DORES I;111;26;64.205,51;;;01/07/2015;31/12/2017;Aprovado;27/12/2012;13/07/2016
427;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2012-0.308.394-3;300.526;OBRAS SOCIAIS DE VISTA ALEGRE;306.301;CR.P.CONV - NOSSA SENHORA DAS DORES II;106;20;60.823,46;;;01/07/2015;31/12/2017;Aprovado;27/12/2012;08/07/2016
64;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2012-0.308.368-4;300.425;ASSOCIAÇÃO AMIGOS DE PIANORO;306.639;CR.P.CONV - NOVA ESPERANCA AMIGOS DE PIANORO;139;41;78.671,61;7.000,00;;01/07/2015;31/12/2017;Aprovado;28/12/2012;30/06/2015
1466;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2014-0.224.610-9;300.487;IGREJA EVANGELICA RHEMA;306.796;CR.P.CONV - NOVA GERACAO;70;12;43.026,30;3.780,00;;08/09/2014;07/03/2017;Aprovado;08/09/2014;
2486;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2015-0.267.430-7;300.487;IGREJA EVANGELICA RHEMA;307.528;CR.P.CONV - NOVA GERACAO II;109;48;67.927,89;2.058,18;;12/04/2016;11/10/2018;Aprovado;12/04/2016;
2037;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2015-0.161.142-5;800.060;ACT - ASSOCIACAO CRESCER E TRANSFORMAR;308.305;CR.P.CONV - NOVA VIDA;116;70;75.491,56;9.000,00;;22/07/2015;21/01/2018;Aprovado;22/07/2015;
357;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2009-0.167.902-6;300.107;ASSOCIAÇÃO COMUNITARIA UM NOVO AMANHECER;307.161;CR.P.CONV - NOVO AMANHECER;148;50;84.098,52;4.400,00;;09/10/2014;08/04/2017;Aprovado;09/10/2009;09/10/2014
2362;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2015-0.267.431-5;300.107;ASSOCIAÇÃO COMUNITARIA UM NOVO AMANHECER;307.529;CR.P.CONV - NOVO CAMINHO;99;25;58.875,79;5.100,00;;17/11/2015;16/05/2018;Aprovado;17/11/2015;17/11/2015
446;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2012-0.232.254-5;300.818;ASSOCIAÇÃO EDUCAR PARA TRANSFORMAR;307.848;CR.P.CONV - NOVO SER;197;85;110.733,03;15.000,00;;18/03/2015;17/09/2017;Aprovado;18/09/2012;17/03/2015
492;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2013-0.056.079-3;300.134;INSTITUTO OIKOS;306.917;CR.P.CONV - OIKOS;70;27;46.146,30;4.995,00;;18/10/2015;17/04/2018;Aprovado;10/04/2013;10/04/2013
473;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2012-0.182.261-7;300.200;ASSOCIACAO SAO GABRIEL;307.825;CR.P.CONV - OTAVIO RODRIGUES;111;38;66.701,51;5.000,00;;06/02/2015;05/08/2017;Aprovado;06/08/2012;26/12/2014
2572;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2016-0.023.006-3;300.058;ASS BENEFICENTE DE MAES ORDEM E PROGRESSO;308.600;CR.P.CONV - PAULO FREIRE;105;29;62.268,65;4.500,00;;14/03/2016;13/09/2018;Aprovado;14/03/2016;
385;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2011-0.215.514-0;300.422;CRECHE IMACULADA CORACAO DE MARIA DO JARDIM PRINCESA;307.658;CR.P.CONV - PEQUENA GIOVANNA;127;68;79.547,73;3.000,00;;26/04/2014;25/10/2016;Aprovado;26/10/2011;25/04/2014
2677;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2016-0.108.377-3;301.047;ASS ESCOLA LIVRE DE ACAO E CIDADANIA ELAC;308.626;CR.P.CONV - PEQUENO ANJO;96;38;60.299,36;4.100,00;;16/05/2016;15/11/2018;Aprovado;16/05/2016;
390;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2012-0.308.356-0;300.230;ASSOCIAÇÃO SONHAR E ACREDITAR;306.883;CR.P.CONV - PEQUENOS DO FUTURO;81;32;52.303,61;4.400,00;;28/06/2015;27/12/2017;Aprovado;20/12/2012;25/06/2015
2059;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2015-0.184.423-3;300.244;ASS EDUCACIONAL E DE ASSIST SOCIAL ESTACÃO SOLIDARIA;306.843;CR.P.CONV - PINGO DE ORVALHO;99;41;62.203,79;4.000,00;;22/07/2015;21/01/2018;Aprovado;22/07/2015;
471;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2012-0.060.909-0;300.818;ASSOCIAÇÃO EDUCAR PARA TRANSFORMAR;307.755;CR.P.CONV - PLENITUDE;69;31;46.513,09;2.318,93;;30/09/2014;29/03/2017;Aprovado;30/03/2012;29/09/2014
327;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2012-0.308.359-5;300.580;SOCIEDADE BENEFICENTE CAMINHANDO PARA O FUTURO;306.508;CR.P.CONV - PRIMEIROS PASSOS;132;41;75.906,68;;;01/07/2015;31/12/2017;Aprovado;28/12/2012;28/12/2012
392;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2013-0.063.437-1;300.422;CRECHE IMACULADA CORACAO DE MARIA DO JARDIM PRINCESA;306.936;CR.P.CONV - PRINCESINHA;63;38;45.177,83;1.961,39;;20/11/2015;19/05/2018;Aprovado;20/05/2013;24/06/2015
1390;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2014-0.291.252-4;300.200;ASSOCIACAO SAO GABRIEL;307.215;CR.P.CONV - QUERUBIM;81;47;55.423,61;1.700,00;;29/10/2014;28/04/2017;Aprovado;29/10/2014;
2470;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2015-0.267.402-1;300.200;ASSOCIACAO SAO GABRIEL;307.530;CR.P.CONV - QUERUBIM II;131;57;78.839,69;5.000,00;;17/11/2015;16/05/2018;Aprovado;17/11/2015;17/11/2015
389;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2012-0.282.493-1;300.954;ASS PRO FAMILIA E BEM ESTAR CASA VERDE;307.885;CR.P.CONV - RAMSSES;138;97;89.924,62;8.500,00;;29/05/2015;28/11/2017;Aprovado;29/11/2012;26/05/2015
1285;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2014-0.262.208-3;300.954;ASS PRO FAMILIA E BEM ESTAR CASA VERDE;308.207;CR.P.CONV - RAMSSES II;144;32;78.774,56;7.000,00;;01/12/2014;31/05/2017;Aprovado;01/12/2014;
468;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2013-0.034.172-7;300.682;ASS PELO DESENVOLVIMENTO EDUCACIONAL E PROFISSIONAL ADEP;308.040;CR.P.CONV - RAQUEL DE QUEIROZ;160;64;91.750,40;9.168,53;;15/07/2016;14/01/2019;Aprovado;15/01/2014;15/07/2016
429;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2012-0.279.940-6;300.759;ASSOCIAÇÃO UNIÃO DE MORADORES DO JARDIM VISTA ALEGRE;307.931;CR.P.CONV - RECRIAR;81;32;52.303,61;4.985,00;;28/06/2015;27/12/2017;Aprovado;28/12/2012;25/06/2015
4802;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2016-0.226.170-5;300.759;ASSOCIAÇÃO UNIÃO DE MORADORES DO JARDIM VISTA ALEGRE;307.674;CR.P.CONV - RECRIARTE, CEI;65;25;43.404,25;2.000,00;;11/11/2016;10/05/2019;Em Análise;;
462;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2013-0.098.717-7;300.244;ASS EDUCACIONAL E DE ASSIST SOCIAL ESTACÃO SOLIDARIA;307.826;CR.P.CONV - SANTA LUZIA;104;55;67.249,84;5.290,04;;01/03/2016;29/08/2018;Aprovado;30/08/2013;01/03/2016
2040;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2015-0.173.362-8;300.750;ASSOCIAÇÃO NOSSA SENHORA DE LURDES;308.304;CR.P.CONV - SANTA PAULINA;119;41;70.739,99;5.000,00;;21/07/2015;20/01/2018;Aprovado;21/07/2015;
306;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2012-0.308.441-9;300.530;OBRAS SOCIAIS DO JARDIM RECANTO;306.303;CR.P.CONV - SANTA TEREZINHA;98;27;58.864,98;;;01/07/2015;31/12/2017;Aprovado;28/12/2012;23/06/2015
344;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2014-0.053.439-5;300.602;UNIAO DOS MORADORES DA VILA PALMEIRAS E ADJACENCIAS;307.070;CR.P.CONV - SAO JOSE DE VILA PALMEIRAS;60;32;42.534,20;2.000,00;;20/09/2016;19/03/2019;Aprovado;12/03/2014;12/03/2014
396;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2012-0.028.565-0;300.804;ASS BENEFICENTE PAZ E UNIAO DA CASA VERDE;307.782;CR.P.CONV - SEMEANDO O SABER;66;22;43.245,46;2.263,83;;16/11/2014;15/05/2017;Aprovado;16/05/2012;16/11/2014
1402;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2014-0.180.007-2;300.818;ASSOCIAÇÃO EDUCAR PARA TRANSFORMAR;308.148;CR.P.CONV - SEMEAR PARA O FUTURO;139;48;80.127,61;10.000,00;;21/08/2014;20/02/2017;Aprovado;21/08/2014;21/08/2014
2529;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2015-0.329.778-7;800.156;ASSOCIAÇÃO BENEFICENTE UNIÃO E AMIGOS;308.568;CR.P.CONV - SEMENTINHA DA VIDA;96;32;59.051,36;3.000,00;;18/12/2015;17/06/2018;Aprovado;18/12/2015;
613;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2014-0.040.593-5;300.003;ASSOCIAÇÃO AMIGOS LUTANDO PARA UM FUTURO MELHOR;308.091;CR.P.CONV - SHADDAI;87;30;54.678,87;5.183,74;;04/06/2014;03/12/2016;Aprovado;04/06/2014;04/06/2014
1286;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2014-0.169.823-5;300.003;ASSOCIAÇÃO AMIGOS LUTANDO PARA UM FUTURO MELHOR;307.129;CR.P.CONV - SHALLOM;97;46;62.390,17;7.500,00;;14/08/2014;13/02/2017;Aprovado;14/08/2014;01/12/2014
2412;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2015-0.267.412-9;300.003;ASSOCIAÇÃO AMIGOS LUTANDO PARA UM FUTURO MELHOR;307.569;CR.P.CONV - SHALLOM II;60;18;39.622,20;6.419,74;;17/11/2015;16/05/2018;Aprovado;17/11/2015;17/11/2015
470;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2012-0.096.546-5;300.111;ASSOCIAÇÃO CRECHE DA TIA D;307.847;CR.P.CONV - SONHO DE CRIANCA;66;16;41.997,46;4.000,00;;12/03/2015;11/09/2017;Aprovado;12/09/2012;12/03/2015
4800;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2016-0.226.169-1;300.526;OBRAS SOCIAIS DE VISTA ALEGRE;307.689;CR.P.CONV - TERESA DANTAS, IRMA;100;18;57.846,60;2.982,97;;16/11/2016;15/05/2019;Em Análise;;
2023;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2015-0.147.407-0;300.111;ASSOCIAÇÃO CRECHE DA TIA D;307.348;CR.P.CONV - TIA D;77;29;49.818,77;5.000,00;;21/07/2015;20/01/2018;Aprovado;20/07/2015;
3759;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2016-0.158.740-2;300.750;ASSOCIAÇÃO NOSSA SENHORA DE LURDES;307.602;CR.P.CONV - TIA LENINHA, CEI;168;77;97.614,32;8.000,00;2.473,28;09/08/2016;08/02/2019;Aprovado;09/08/2016;
431;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2012-0.232.272-3;300.817;ASS BENEF SAGRA CORACAO DE JESUS DO ILE ASHE VODUM OSHOGUIAN;307.870;CR.P.CONV - TIRIRILANDO;205;91;115.140,95;8.000,00;;15/04/2015;14/10/2017;Aprovado;15/10/2012;15/04/2015
1284;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2014-0.295.752-8;300.198;ASSOCIACAO SANTA BARBARA - CAMINHO DA PAZ;306.829;CR.P.CONV - UNIVERSO INFANTIL;196;73;107.842,04;13.000,00;;28/12/2014;27/06/2017;Aprovado;19/12/2014;19/12/2014
2438;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2015-0.267.422-6;300.172;ASSOCIAÇÃO VALE VERDE;306.616;CR.P.CONV - VALE VERDE;207;;97.002,93;7.287,70;;17/11/2015;16/05/2018;Aprovado;17/11/2015;17/11/2015
1467;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2014-0.169.825-1;300.172;ASSOCIAÇÃO VALE VERDE;306.792;CR.P.CONV - VALE VERDE II;90;;49.834,50;3.609,00;;28/08/2014;27/02/2017;Aprovado;25/08/2014;
3779;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2016-0.183.805-7;300.172;ASSOCIAÇÃO VALE VERDE;307.622;CR.P.CONV - VALE VERDE III;233;102;128.488,67;6.000,00;;06/09/2016;05/03/2019;Aprovado;06/09/2016;06/09/2016
2039;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2015-0.167.418-4;800.062;CRECHE MARCIA RICCO FERRAZ;308.303;CR.P.CONV - VIAJANDO NO SABER;113;77;75.667,13;6.000,00;;21/07/2015;20/01/2018;Aprovado;21/07/2015;21/07/2015
2255;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2012-0.123.274-4;300.763;ASS BENEFICENTE E DE MUTIRANTES FABIO CANDIDO;307.804;CR.P.CONV - VINTE DE AGOSTO;122;53;74.452,78;8.000,00;;28/12/2014;27/06/2017;Aprovado;26/06/2012;18/09/2015
1461;108.400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2014-0.262.094-9;300.763;ASS BENEFICENTE E DE MUTIRANTES FABIO CANDIDO;308.176;CR.P.CONV - VINTE E SEIS DE JULHO;134;62;81.064,66;8.000,00;;07/11/2014;06/05/2017;Aprovado;07/11/2014;
1780;108.500;DIRETORIA REGIONAL DE EDUCACAO GUAIANASES;2014-0.134.881-1;300.166;ASSOCIACAO BENEFICENTE AMAC;400.611;CEI INDIR - CANTINHO DA AMAC;181;32;93.389,19;;;19/08/2014;18/02/2017;Aprovado;19/08/2014;
2321;108.500;DIRETORIA REGIONAL DE EDUCACAO GUAIANASES;2015-0.235.041-2;300.533;MOVIMENTO DAS MULHERES DE GUAIANASES;400.698;CEI INDIR - CONJUNTO HABITACIONAL BALTAZAR CISNEROS;167;48;91.187,33;;;16/11/2015;15/05/2018;Aprovado;16/11/2015;
2276;108.500;DIRETORIA REGIONAL DE EDUCACAO GUAIANASES;2015-0.188.404-9;300.886;ASS COMUNITARIA PAULISTINHA DO JARDIM ROBRU;400.784;CEI INDIR - CONJUNTO HABITACIONAL SANTA ETELVINA VI;158;99;98.240,42;;;24/07/2015;23/01/2018;Aprovado;24/07/2015;
